# 中文意思	英文完整句子	填空词，最多3个
旧城改造面临着平衡经济发展与文化保护的挑战，许多城市的老街区和传统建筑正在逐渐消失。	Urban renewal faces the challenge of balancing economic development with cultural preservation, and the old neighbourhoods and traditional buildings of many cities are gradually vanishing.	renewal, preservation, vanishing
建筑风格反映了一个时代的文化、气候条件和技术水平，不同文明创造了迥异的建筑传统。	Architectural style reflects the culture, climatic conditions, and technological level of an era, with different civilisations creating vastly different building traditions.	reflects, civilisation, vastly
智慧城市通过传感器网络和大数据分析优化交通流量、能源消耗和公共资源配置。	Smart cities optimise traffic flow, energy consumption, and the allocation of public resources through sensor networks and big data analytics.	optimise, consumption, allocation
社区参与是城市规划成功的关键要素，居民对本地需求和诉求的了解对设计者来说不可或缺。	Community participation is a key ingredient in the success of urban planning, as residents' understanding of local needs and desires is indispensable to designers.	ingredient, indispensable
狭窄曲折的街道赋予了历史古城独特的魅力和人情味，但这与现代交通和消防需求形成了尖锐的冲突。	Narrow, winding streets give historic ancient cities their unique charm and human warmth, but this is in sharp conflict with the demands of modern traffic and fire safety.	winding, charm, conflict
可持续城市排水系统通过模仿自然水循环，利用湿地、透水铺装和雨水花园来管理雨水。	Sustainable urban drainage systems manage stormwater by mimicking the natural water cycle, using wetlands, permeable pavements, and rain gardens.	drainage, mimicking, permeable
城市广场作为公共空间的核心，自古以来就是市民集会、交易和社交活动的重要场所。	City squares, as the heart of public space, have been important venues for civic gatherings, trade, and social activities since ancient times.	venues, civic, gatherings
城市密度是决定城市效率和生活质量的关键变量，密度过低会催生摊大饼式的扩张，过高则可能导致拥挤。	Urban density is a key variable determining urban efficiency and quality of life, with excessively low density breeding sprawling expansion and excessively high density potentially leading to overcrowding.	variable, breeding, sprawling
建筑装饰不仅仅是美观的附加，更蕴含着特定的文化涵义和历史语境。	Architectural ornamentation is not merely an aesthetic addition but embodies specific cultural meanings and historical contexts.	ornamentation, merely, embodies
利用地下空间建设地铁、停车场和商业街是节约地面空间的高效做法，但需要考虑安全和防灾因素。	Utilising underground space for subways, car parks, and shopping streets is an efficient way to save surface space, but safety and disaster prevention factors must be taken into consideration.	underground, surface, disaster
城市居民的归属感不仅来自居住的时间和记忆，也与生活环境的质量和邻里的熟悉度密切相关。	A city resident's sense of belonging comes not only from the time and memories associated with living there but is also closely tied to the quality of the living environment and familiarity with neighbours.	belonging, associated, familiarity
旧工业区的更新改造需保留部分工业遗存作为历史见证，同时引入创意产业和公共服务功能。	The regeneration of old industrial zones needs to retain some industrial relics as historical testimony while introducing creative industries and public service functions.	regeneration, relics, testimony
建筑的地域风格是在当地气候、材料和生活方式等复杂因素的影响下经过数百年逐渐形成的。	A region's architectural style is gradually formed over centuries under the complex influence of local climate, available materials, and ways of life.	gradually, climate, influence
城市的天际线是建筑高度、体量、风格和城市地形共同绘制的立体轮廓，是城市形象最直观的象征。	A city's skyline is a three-dimensional silhouette jointly drawn by building heights, volumes, styles, and urban topography, serving as the most intuitive symbol of the city's image.	skyline, silhouette, intuitive
公共空间的质量深刻影响着城市居民的生活体验，好的广场和公园能够显著提升邻里的凝聚力。	The quality of public space profoundly affects the living experience of urban residents, and well-designed squares and parks can significantly enhance neighbourhood cohesion.	profoundly, enhance, cohesion
新城市主义倡导步行友好、功能混合、公共交通导向的社区模式，以纠正二战以来郊区蔓延带来的问题。	New Urbanism advocates a pedestrian-friendly, mixed-use, transit-oriented community model to rectify the problems caused by suburban sprawl since the Second World War.	advocates, pedestrian, rectify
城市之间的竞争日益激烈，各市争相通过提升宜居性、改善营商环境和投资文化设施来吸引和留住人才。	Competition between cities is intensifying, with each city vying to attract and retain talent by improving liveability, the business environment, and cultural amenities.	intensifying, vying, amenities
建筑使用寿命终结后，如何解构和回收其材料这一问题在提倡循环经济的今天变得越来越重要。	The question of how to deconstruct and recycle the materials of a building at the end of its service life is becoming increasingly important in today's advocacy of a circular economy.	deconstruct, service, advocacy
棚户区的居民虽然生活拮据，但往往拥有极强的生活韧性和紧密的邻里互助网络。	Residents of shantytowns, though living in straitened circumstances, often possess remarkable resilience and a close-knit network of neighbourhood mutual assistance.	straitened, resilience, close-knit
城市绿化不仅关乎审美和休闲，更在降低空气温度、吸收碳和维持生物多样性等方面发挥着生态功能。	Urban greening is not only about aesthetics and recreation but also fulfils ecological functions in reducing air temperature, absorbing carbon, and sustaining biodiversity.	aesthetics, fulfils, sustaining
无障碍设计不应是后期才考虑的附加项，而应从规划之初就融入建筑和公共空间的设计中。	Accessible design should not be an afterthought added later but should be integrated into the design of buildings and public spaces from the very beginning of planning.	afterthought, integrated
建筑物的能效通过改进隔热、采用节能电器和整合可再生能源等方式可以大幅提高。	The energy efficiency of buildings can be significantly improved through measures such as upgrading insulation, adopting energy-efficient appliances, and integrating renewable energy sources.	insulation, adopting, integrating
城市蔓延带来的问题包括对汽车的过度依赖、农田的流失和市政基础设施维护成本的高企。	The problems brought by urban sprawl include excessive reliance on automobiles, the loss of farmland, and the high cost of maintaining municipal infrastructure.	sprawl, excessive, municipal
在古建筑修复中，修旧如旧原则要求尽可能使用传统材料和工艺，以保持建筑的历史真实性。	In the restoration of ancient buildings, the principle of restoring them to their original state requires the use of traditional materials and craftsmanship wherever possible to preserve their historical authenticity.	restoration, principle, authenticity
随着全球城市人口的持续增长，对可负担住房的需求日益迫切，政府需通过多种政策手段确保每个人都有尊严的居住空间。	As the global urban population continues to grow, the demand for affordable housing is becoming increasingly urgent, requiring governments to use a variety of policy instruments to ensure dignified living space for all.	affordable, urgent, instruments
水泥生产是全球人为二氧化碳排放的重要来源之一，建筑行业正在探索替代性胶凝材料如粉煤灰和矿渣。	Cement production is one of the significant sources of global anthropogenic carbon dioxide emissions, and the construction industry is exploring alternative cementitious materials such as fly ash and slag.	anthropogenic, alternative, slag
城市的包容性体现在不同阶层、不同年龄和不同背景的人群能够在同一空间内安居乐业。	A city's inclusivity is reflected in the ability of people of different classes, ages, and backgrounds to live and work harmoniously within the same urban space.	inclusivity, harmoniously
桥梁不仅是连接两岸的交通构筑物，许多著名大桥也是城市地标和工程美学的集大成之作。	Bridges are not merely transportation structures linking two riverbanks; many famous bridges are also city landmarks and masterpieces of engineering aesthetics.	merely, landmarks, masterpieces
城市更新如果缺乏包容和协商的过程，有可能导致绅士化，迫使原来的低收入居民被迫迁离。	Urban renewal, if it lacks an inclusive and consultative process, can lead to gentrification, forcing the original low-income residents to relocate.	inclusive, gentrification, relocate
模块化建筑和预制构件的应用可以大幅缩短工期、减少现场噪音粉尘，并提升施工质量的可控性。	The application of modular construction and prefabricated components can substantially shorten construction periods, reduce on-site noise and dust, and improve the controllability of construction quality.	modular, prefabricated, substantially
步行和骑行友好的城市街道不仅可以改善公共健康，还能增强街边小商业的活力和街区的社交氛围。	Pedestrian and bicycle-friendly urban streets not only improve public health but also enhance the vitality of street-level small businesses and the social atmosphere of neighbourhoods.	Pedestrian, vitality, atmosphere
城市河流曾经被用作排污渠道而被覆盖和填埋，如今越来越多的城市正将它们重新打开以恢复生态环境和公共空间。	Urban rivers, once covered and filled in for use as sewage channels, are now increasingly being uncovered by cities to restore the ecological environment and create public spaces.	sewage, uncovered, ecological
自然采光和通风设计不仅节能，还能显著改善居住者的舒适度和健康，是建筑设计中永恒的基本要素。	Natural lighting and ventilation design not only save energy but also significantly improve the comfort and health of occupants, making them the timeless essential elements of architectural design.	lighting, ventilation, timeless
城市形态的紧凑程度对人群的日常活动方式有直接影响，进而决定了交通碳排放和公共健康水平。	The compactness of urban form has a direct impact on the daily activity patterns of the population, which in turn determines transportation carbon emissions and the level of public health.	compactness, impact, determines
随着海平面的上升，滨水城市的防洪墙、可淹没公园和韧性基础设施越来越成为生存的必要条件。	With rising sea levels, the flood walls, submersible parks, and resilient infrastructure of waterfront cities are increasingly becoming necessary conditions for survival.	submersible, resilient, survival
城市肌理中街巷的尺度与走向会深刻影响局部风场、阳光可达性和居民的出行选择。	The scale and orientation of streets and alleys in the urban fabric profoundly affect the local wind field, solar accessibility, and the travel choices of residents.	fabric, orientation, profoundly
混合功能社区的理念反对过度分区的现代主义规划，主张居住、商业和轻工业在同一区域内有机共存。	The concept of mixed-use neighbourhoods opposes the over-zoning of modernist planning and advocates for the organic coexistence of residential, commercial, and light industrial functions within the same area.	opposes, advocates, organic
大型体育馆和展览中心等城市旗舰项目的建设具有双面性，既带来城市荣耀也常常透支了公共财政。	The construction of urban flagship projects such as mega-stadiums and exhibition centres has a dual nature, bringing civic pride while often overstretching public finances.	flagship, dual, overstretching
阳光权在许多国家已成为城市规划中必须考虑的硬性指标，新建高楼不得过度遮挡周边住宅和公共空间的日照。	The right to sunlight has become a mandatory indicator in the urban planning of many countries, and new tall buildings must not excessively overshadow the sunlight of surrounding residences and public spaces.	mandatory, excessively, residences
人口持续减少的收缩城市所面临的独特规划挑战，是如何在需求萎缩的情况下保持基础设施的服务效率。	The unique planning challenge faced by shrinking cities with a continuously declining population is how to maintain the service efficiency of infrastructure in the face of shrinking demand.	shrinking, declining, efficiency
城市的声环境设计——通过增加绿带和使用吸音材料——可有效减轻交通噪音对居民的慢性压力。	Urban soundscape design, through adding green buffers and using sound-absorbing materials, can effectively mitigate the chronic stress caused by traffic noise on residents.	soundscape, mitigate, chronic
可防卫空间理论认为住宅区的实体设计和视线通透性能影响犯罪率，从而塑造居民的安全感。	Defensible space theory posits that the physical design and visual permeability of residential areas can influence the crime rate, thereby shaping residents' sense of security.	permeability, influence, thereby
一个具有城市记忆的火车站或工厂被改造为文化地标，不仅保留了时代印记，更赋予老建筑在新世纪的新生命。	A railway station or factory embodying urban memory is transformed into a cultural landmark, not only preserving the imprint of an era but also endowing the old structure with new life in a new century.	embodying, preserving, endowing
