# 中文意思	英文完整句子	填空词，最多3个
许多理论家认为，语言可能在相当程度上决定了我们理解和分类世界的方式，这一假说被称为语言相对论。	Many theorists argue that language may to a considerable extent determine the way we understand and categorise the world, a hypothesis known as linguistic relativity.	theorists, categorise, linguistic
一种语言的消亡意味着其背后独特的传统知识系统和精神世界观的永久消逝，是对人类文化多样性的重击。	The death of a language means the permanent disappearance of the unique traditional knowledge system and spiritual worldview behind it, a devastating blow to the cultural diversity of humanity.	death, permanent, devastating
口语和书面语之间微妙而巨大的差异，在于前者包含了语调、停顿、表情和手势等副语言特征。	The subtle yet enormous difference between spoken and written language lies in the fact that the former encompasses paralinguistic features such as intonation, pauses, facial expressions, and gestures.	subtle, encompasses, intonation
在数字沟通中缺乏非语言线索，这容易导致误解的产生，而表情符号恰如其分地填补了部分空白。	The lack of non-verbal cues in digital communication tends to generate misunderstandings, and emoji have aptly filled part of this vacuum.	cues, aptly, vacuum
在官方场合，陈述的措辞经过了精心推敲，其精确和含糊之处都含有特定的政治或外交目的。	In official settings, the wording of statements is meticulously calibrated, with both their precision and their vagueness serving specific political or diplomatic purposes.	meticulously, calibrated, vagueness
幽默的传达往往高度依赖文化和语言的共同背景，这就是为何一个文化中的笑话很难在另一个文化中引发笑声。	The delivery of humour often relies heavily on the shared background of culture and language, which is why a joke from one culture rarely provokes laughter in another.	delivery, relies, provokes
批判性思维需要的不仅是信息的接收，更要通过精准的提问和逻辑推理对信息进行审慎的解读。	Critical thinking requires not only the reception of information but also the careful interpretation of it through precise questioning and logical reasoning.	reception, precise, reasoning
雄辩家能流利且有说服力地讲话，他们的言辞能够在公众的心中点燃火焰、安抚恐惧或激发行动。	An eloquent speaker can speak fluently and persuasively, with words capable of kindling a fire in the public's hearts, soothing their fears, or inspiring them to act.	eloquent, kindling, soothing
机器翻译的质量在深度学习的推动下有了质的飞跃，但文学和诗歌的翻译仍是最后的高地。	The quality of machine translation has made a qualitative leap propelled by deep learning, yet the translation of literature and poetry remains the last bastion.	propelled, bastion
在一个多语言的欧盟机构内工作，翻译和口译体系保障了各成员国的平等对话权。	Working within a multilingual EU institution, the translation and interpretation system safeguards the equal right to dialogue of all member states.	safeguards, equal
婴儿时期的母语语音输入量是语言发展的关键因素，缺乏丰富语言刺激环境中的孩子容易出现语言发育迟缓。	The amount of native speech input during infancy is a key factor in language development, and children in environments lacking rich linguistic stimulation are prone to language delays.	infancy, prone, delays
政治演讲常常利用抽象的词汇和宏大的叙事来构造一种不容置疑的正义感，但这种话语也容易被用来掩盖真实的不端行为。	Political speeches often use abstract vocabulary and grand narratives to construct an unquestionable sense of righteousness, but such discourse can also be exploited to cover up genuine misconduct.	abstract, construct, misconduct
在某些文化中，沉默是表示尊敬或深思的习惯性回应模式，而不是缺乏反应的尴尬表现。	In some cultures, silence is a habitual mode of expressing respect or deep reflection, rather than an awkward indication of a lack of response.	habitual, awkward
语言阶层与社会阶层之间存在关联，某些口音和措辞方式在社会上被赋予了更高的地位和权威。	There is a correlation between language hierarchies and social class, with certain accents and modes of phrasing being assigned a higher status and authority in society.	hierarchies, accents, assigned
在解阅对方真实意思时，非语言信号和语境有时比字面意思更为可靠。	In decoding the true meaning of the other party, non-verbal signals and context are sometimes more reliable than the literal meaning of words.	decoding, signals, literal
叙事是人类组织个人和集体记忆、赋予混乱经验以意义的最基本方式。	Narrative is the most fundamental way in which humans organise both personal and collective memory and endow chaotic experiences with meaning.	fundamental, endow, chaotic
社交场合中的寒暄看似空洞无物，实际上在建立亲和关系和舒缓社交紧张方面扮演着重要的润滑剂角色。	Small talk in social settings may seem vacuous and meaningless, but in reality it plays an important lubricating role in establishing rapport and easing social tension.	vacuous, lubricating, rapport
沟通障碍不仅存在于不同语言之间，更常见于不同的认知框架和情感预期之中。	Communication barriers exist not only between different languages but are even more commonly found amid different cognitive frameworks and emotional expectations.	barriers, frameworks
新闻标题通过省略助动词和使用现在时来讲述过去事件，以营造一种紧迫感和即时性。	News headlines create a sense of urgency and immediacy by omitting auxiliary verbs and using the present tense to narrate past events.	urgency, omitting, narrate
在全球化时代，商业英语已成为跨国企业的主要工作语言，但母语非英语者在使用中常处于天然劣势。	In the era of globalisation, business English has become the primary working language of multinational corporations, yet non-native speakers are inherently at a disadvantage when using it.	primary, inherently
间接的沟通方式在某些文化中被视为圆滑和尊重，但在另一种文化里可能被误认为是回避或模糊。	Indirect communication styles are regarded as tactful and respectful in some cultures but may be misinterpreted as evasive or ambiguous in another.	tactful, misinterpreted, evasive
一个人的词汇量大小不仅反映其教育背景，在很大程度上也塑造了其思想深度和表达精度的上限。	A person's vocabulary size not only reflects their educational background but also to a large extent shapes the ceiling of the depth and precision of their thought expression.	reflects, ceiling, precision
语言学家通过系统地比较不同语言的语法结构，试图寻找所有人类语言背后共有的底层共通原理。	Linguists, through the systematic comparison of grammatical structures across different languages, endeavour to discover the underlying universal principles shared by all human languages.	endeavour, underlying, universal
谈判桌前的每一次让步和每一次坚定都是通过语言精心包装的结果，措辞的微妙差异可能会导致天差地别的商业后果。	Every concession and every resolve at the negotiation table is the result of meticulous packaging through language, and the subtle difference in wording can lead to vastly different commercial outcomes.	concession, resolve, subtle
讲故事的能力从远古篝火旁的传说到今天的品牌发布会和TED演讲，其打动人心的内在结构逻辑始终未变。	The ability to tell stories, from the legends around ancient campfires to today's brand launches and TED talks, has always been based on an unchanged intrinsic structural logic that moves the hearts of the audience.	campfires, intrinsic, logic
沉默的螺旋理论描述了在公共话语中，少数观点的一方因害怕被孤立而越来越不敢发声的群体心理过程。	The spiral of silence theory describes the group psychological process in which those holding a minority view in public discourse become increasingly fearful of voicing it due to the worry of being isolated.	spiral, discourse, isolated
有效沟通的核心在于不仅让对方听到你说的话，更能够感受到你设身处地的理解。	The core of effective communication lies in not only enabling the other party to hear what you say but also making them feel your empathic understanding.	effective, empathic
语言的模糊性在诗歌和法律中表现出了截然相反的价值，前者以此为美，后者则视之为必须排除的风险。	The ambiguity of language exhibits diametrically opposed values in poetry and law, with the former cherishing it as beauty and the latter regarding it as a risk that must be eliminated.	ambiguity, diametrically, eliminated
代码转换是指双语者在一次对话中自由切换两种语言，这反映了大脑在两种语言模式间灵活的调控能力。	Code-switching refers to bilinguals freely switching between two languages within a single conversation, reflecting the brain's flexible regulatory capacity between the two linguistic modes.	Code-switching, flexible, modes
每种语言中都蕴含着该文化对时空、因果和人际关系的独特认知，这样的深刻差异造就了翻译中难以绝对重现的文化遗憾。	Embedded within every language is that culture's unique cognition of time, space, causality, and interpersonal relationships, and such profound differences give rise to the cultural regret that cannot be absolutely replicated in translation.	Embedded, cognition, replicated
科技使沟通变得便捷的同时也使得深度对话变得稀缺，在信息洪流中信噪比的持续下降是我们这个时代交流的通病。	While technology has made communication convenient, it has also rendered deep conversation scarce, and the continuous decline of the signal-to-noise ratio in the deluge of information is a common malaise of communication in our era.	scarce, deluge, malaise
说服力的艺术既依仗于论据的坚实，也离不开讲述时机的拿捏与对听众核心关切的准确把握。	The art of persuasion relies on both the solidity of the argument and the precise timing of its presentation as well as the accurate grasp of the audience's core concerns.	solidity, timing, grasp
在不同文化背景的人们进行日常交流时，语言的直译有时会造成严重的冒犯或误解。	When people from different cultural backgrounds engage in daily communication, a literal translation of language can sometimes cause serious offence or misunderstanding.	literal, offence
方言不仅仅是一种不标准的语言变体，它往往是本地认同感和社群归属感最直观的声学标志。	A dialect is not merely a non-standard variant of a language but is often the most intuitive acoustic marker of local identity and a sense of community belonging.	dialect, variant, acoustic
在愤怒的时候按下暂停并延迟回应，是避免冲动言论破坏关系的重要情绪沟通技巧。	Pausing and delaying a response when angry is an important emotional communication skill for avoiding impulsive remarks that damage relationships.	delaying, impulsive, remarks
人工智能可以通过大量文本预训练生成出流畅的文章，但它缺乏真正理解词语背后所指的真实世界体验。	Artificial intelligence can generate fluent writing through being pre-trained on vast corpora of text, but it lacks the grounding of real-world experience behind the words it uses.	corpora, grounding
格式语言如法律文书和学术论文有着严谨的程式，掌握这一语域是进入相应专业圈子的入场券。	Formal languages such as legal documents and academic papers have rigorous conventions, and mastering this register is the ticket to entering the corresponding professional circle.	conventions, register, ticket
通过语言来建构异族的落后形象是殖民时代常见的修辞手段，这类刻板影响至今在许多社会的流行文化中仍有残留。	Constructing an image of the backwardness of other peoples through language was a common rhetorical device in the colonial era, and such stereotypes still linger in the popular culture of many societies today.	constructing, backwardness, linger
家长与学校之间的有效沟通是孩子学业成功的关键支持因素之一，尤其对于有着文化或语言差异的移民家庭而言。	Effective communication between parents and schools is one of the key support factors for a child's academic success, especially for immigrant families with cultural or linguistic differences.	immigrant, linguistic
打破僵局的往往不是理性的数据分析，而是一个恰好击中情感要害的故事或一个感同身受的真诚道歉。	What breaks a deadlock is often not a rational data analysis but a story that strikes precisely at the emotional nerve or a sincere apology that conveys true empathy.	deadlock, strikes, conveys
沟通中倾听的艺术远重于言说，真正的倾听是为了理解对方，而不是为了准备自己的反驳。	The art of listening in communication is far more important than speaking, and genuine listening is about understanding the other person rather than preparing one's own rebuttal.	genuine, rather, rebuttal
线上论坛的匿名文化在赋予弱势群体发声勇气的同时，也释放了人性中阴暗的辱骂和杠精心态。	The culture of anonymity on online forums, while giving vulnerable groups the courage to speak out, has also unleashed the dark side of human nature in the form of verbal abuse and trolling mentality.	anonymity, unleashed, trolling
