# 中文意思	英文完整句子	填空词，最多3个
多边主义强调在国际事务中应通过多国间的磋商和合作来寻求共识和解决争端。	Multilateralism emphasises that international affairs should be handled through consultation and cooperation among multiple nations to seek consensus and resolve disputes.	Multilateralism, consultation, consensus
利益集团通过游说和政治献金等方式来影响立法和政府决策，这在许多民主国家是一种合法但也备受争议的行为。	Interest groups influence legislation and government decisions through lobbying and political donations, a practice that is legal in many democracies but also highly controversial.	lobbying, donations, controversial
全球治理面临的一个核心困境是：问题往往是跨国界的，但权力和合法性仍主要掌握在民族国家的手中。	A core dilemma of global governance is that problems are often transnational while power and legitimacy remain primarily in the hands of nation-states.	dilemma, transnational, primarily
威权政治体制下政府决策效率可能很高，但缺乏权力的民主轮替和有效的纠错机制是其致命弱点。	The efficiency of government decision-making may be high under an authoritarian regime, but the lack of democratic rotation of power and an effective error-correction mechanism is its fatal weakness.	authoritarian, rotation, fatal
大规模监控在反恐和维护公共安全方面的有效性不容否认，但其对公民隐私权和自由权的威胁也引起了极大的关切。	The effectiveness of mass surveillance in counterterrorism and maintaining public safety is undeniable, but its threat to the privacy and liberty of citizens has also aroused enormous concern.	surveillance, undeniable, liberty
国际组织的权威源自成员国的授权，因此其行动能力从根本上受到大国意志和地缘政治格局的钳制。	The authority of international organisations derives from the mandate of their member states, so their capacity for action is fundamentally constrained by the will of great powers and the geopolitical landscape.	derives, mandate, constrained
地方政府在市政管理中承担着基本公共服务的直接供给职能，是政府与市民互动的最前沿。	Local governments undertake the direct provision of basic public services in municipal management and serve as the frontline of interaction between the government and its citizens.	undertake, municipal, frontline
国家主权基金在全球投资不仅出于经济回报的考虑，也具有提升地缘影响力的战略意图。	Sovereign wealth funds make global investments not only for economic returns but also with the strategic intent of enhancing geopolitical influence.	Sovereign, strategic, enhancing
公民投票被认为是直接民主的体现，让选民就某个特定议题直接行使决定权。	A referendum is considered the embodiment of direct democracy, allowing voters to directly exercise their decision-making power on a specific issue.	referendum, embodiment, exercise
政治分肥和裙带关系在不同发展水平的国家中都可能发生，这严重损害了社会对政府公平性的信心。	Political pork-barrelling and cronyism can occur in countries of all development levels, severely damaging public confidence in the fairness of the government.	cronyism, severely, fairness
官僚体制的优劣决定着政策最终的执行效果，高效的文官系统是国家长治久安的重要基础。	The quality of the bureaucracy determines the ultimate outcome of policy implementation, and an efficient civil service system is an important foundation for the long-term stability of a nation.	bureaucracy, ultimate, civil
公共预算的编制和执行在现代国家治理中处于核心位置，反映了资源的配置与社会的优先选择。	The formulation and execution of a public budget is at the heart of modern state governance, reflecting the allocation of resources and the priorities of society.	formulation, allocation, priorities
政府数据的开放共享不仅有助于提升透明度和问责，还能被企业和非营利组织用来创造新的社会和经济价值。	The opening and sharing of government data not only help enhance transparency and accountability but can also be used by businesses and non-profit organisations to create new social and economic value.	transparency, accountability, value
国家认同是维系多民族国家统一和稳定的精神纽带，促进共同的历史叙事是构建这种认同的重要途径。	National identity is the spiritual bond that maintains the unity and stability of a multi-ethnic state, and fostering a shared historical narrative is an important way of building this identity.	identity, bond, narrative
在外交博弈中，经济相互依存既可以作为增进合作的催化剂，也可以被用做施压和制裁的武器。	In diplomatic manoeuvring, economic interdependence can serve as both a catalyst for enhancing cooperation and a weapon for exerting pressure and imposing sanctions.	manoeuvring, catalyst, exerting
当一个国家的不同族群、宗教或阶层之间存在深刻分歧时，政治整合凝聚共识就变得异常艰难。	When there are profound divisions between different ethnic groups, religions, or social classes in a country, political integration and consensus-building become exceedingly difficult.	profound, integration, exceedingly
内政的压力常常会促使政府采取更强硬的外交姿态，以转移国内公众的注意力和批评。	Domestic political pressures often prompt governments to adopt a more hawkish foreign posture to divert public attention and criticism at home.	prompt, hawkish, divert
政府在疫情期间的危机应对能力受到了前所未有的考验，卫生政策与经济民生的艰难平衡成了决策的核心。	The government's crisis response capacity was tested like never before during the pandemic, with the agonising balance between health policy and economic livelihood becoming the core of decision-making.	capacity, agonising, livelihood
信息技术的发展让政府可以在公共服务中实现更高水平的电子化，但也引发了关于数字监控和大数据滥用的一系列问题。	The development of information technology enables governments to achieve a higher level of digitalisation in public services but has also triggered a series of problems concerning digital surveillance and the misuse of big data.	digitalisation, triggered, surveillance
民族主义的高涨在某些国家被政治家利用来凝聚民心和转移内部矛盾，但其排外倾向也可能导致国际冲突。	The surge of nationalism has been exploited by politicians in certain countries to rally public support and divert internal conflicts, though its xenophobic tendencies can also lead to international tensions.	surge, exploited, xenophobic
政策的连贯性和可预测性对于营造有利于长期投资的经济环境至关重要，朝令夕改会使商业信心严重受损。	Policy consistency and predictability are crucial for creating a business environment conducive to long-term investment, and frequent policy reversals can severely damage business confidence.	consistency, conducive, reversals
政府在使用人工智能手段进行社会治理时必须守住伦理底线，确保算法的公正、透明以及公民对其的有效申诉渠道。	When using artificial intelligence tools for social governance, the government must uphold an ethical bottom line, ensuring algorithmic fairness, transparency, and effective channels through which citizens can lodge appeals.	ethical, algorithmic, lodge
游说行业在立法过程中的深度参与，使人们开始忧虑这是否会使得法律在产生之时就偏向于那些有能力支付高昂游说费用的利益集团。	The deep involvement of the lobbying industry in the legislative process has raised concerns about whether laws are skewed from the outset towards those interest groups capable of affording exorbitant lobbying fees.	involvement, skewed, exorbitant
地缘政治风险已成为跨国企业在做投资决策时必须考量的一项核心风险，其不可预测的突然爆发可以迅速打乱全球的供应链。	Geopolitical risk has become a core risk that multinational corporations must factor into their investment decisions, whose unpredictable and sudden eruption can rapidly disrupt global supply chains.	Geopolitical, factor, eruption
包容性政治制度的核心是让社会各个群体特别是少数群体都能在决策中拥有真正的代表权和发言权。	The core of an inclusive political system is to ensure that all segments of society, especially minority groups, have genuine representation and a voice in the decision-making process.	inclusive, representation, voice
政治演说中的修辞策略是古代修辞学在现代选举和治理中最鲜活的延续。	The rhetorical strategies in political speeches are the most vivid continuation of ancient rhetoric in modern elections and governance.	rhetorical, ancient, governance
全民基本收入作为一种应对自动化和零工化未来的构想，在政策实验中正受到全球范围内的检验。	Universal basic income as a concept for tackling an automated and gig-based future is being tested on a global scale through policy experiments.	Universal, automated, experiments
在一些民主转型的国家，制度建构的困难不在纸面上的先进，而在于法治文化和遵守规则意识的浅薄。	In some democratising countries, the difficulty of institution-building lies not in the advanced nature of the written documents but in the shallow roots of the rule of law culture and the consciousness of observing the rules.	democratising, advanced, shallow
政府失灵和市场失灵都可能发生，因此社会需要在两种失灵中寻找到动态的平衡点。	Both government failure and market failure can occur, so society needs to find a dynamic equilibrium between the two kinds of failures.	failure, dynamic, equilibrium
现代治理越来越强调循证决策，即政府的施政方案和政策出台应以坚实的科学研究为依据。	Modern governance increasingly emphasises evidence-based policymaking, meaning that government programmes and policies should be grounded in solid scientific research.	increasingly, grounded
政治献金制度的透明度直接影响着选民对代议士独立性和政府廉洁度的信任。	The transparency of the political donation system directly affects voters' trust in the independence of their representatives and the integrity of the government.	donation, independence, integrity
一个稳定有效的治理体系需要在精英决策的专业性和大众参与的合法性之间达成持续的张力平衡。	A stable and effective governance system needs to strike a continuous balance in the tension between the professionalism of elite decision-making and the legitimacy of mass participation.	continuous, legitimacy, participation
