# 中文意思	英文完整句子	填空词，最多3个
高速铁路技术的大规模应用缩短了城市之间的时空距离，重塑了区域经济发展的格局。	The large-scale application of high-speed rail technology has shortened the temporal and spatial distance between cities, reshaping the pattern of regional economic development.	temporal, spatial, reshaping
可穿戴设备能够持续监测个人的心率、睡眠和活动量等多种健康指标。	Wearable devices can continuously monitor various health indicators of an individual, such as heart rate, sleep patterns, and physical activity levels.	Wearable, monitor, indicators
材料科学的进步推动了更轻更坚固的新材料的发现，这为航空和汽车工业带来了革命性的变化。	Advances in materials science have driven the discovery of lighter and stronger new materials, bringing revolutionary change to the aviation and automotive industries.	Advances, discovery, aviation
气候建模技术通过模拟地球系统的复杂互动，帮助科学家预测未来的气候情景。	Climate modelling technology helps scientists predict future climate scenarios by simulating the complex interactions within the Earth's system.	modelling, scenarios, simulating
区块链技术通过去中心化的可信记录，在金融、物流和合同管理中的应用正在迅速扩展。	The application of blockchain technology in finance, logistics, and contract management is expanding rapidly through decentralised, trustworthy record-keeping.	blockchain, decentralised, expanding
超级计算机的强大运算能力使科学家能够模拟极为复杂的自然现象，如天气模式和蛋白质折叠的过程。	The powerful computing capacity of supercomputers enables scientists to simulate extraordinarily complex natural phenomena, such as weather patterns and the process of protein folding.	capacity, phenomena, process
信息技术革命从根本上改变了知识生产和传播的速度，使全球协同工作成为可能。	The information technology revolution has fundamentally altered the speed at which knowledge is produced and disseminated, making global collaborative work possible.	fundamentally, disseminated, collaborative
清洁能源技术的持续创新是实现碳中和经济的关键路径之一。	Continuous innovation in clean energy technologies is one of the key pathways to realising a carbon-neutral economy.	Continuous, innovation, pathways
人机交互界面的进步使得老年人和技术能力较弱的人也能便利地使用数字产品。	Advances in human-computer interaction interfaces are making digital products accessible even to the elderly and those with limited technical competence.	interaction, accessible, competence
科学方法论强调实验的可重复性和结果的可验证性，这是区分科学与伪科学的重要标准。	Scientific methodology emphasises the reproducibility of experiments and the verifiability of results, which are key criteria for distinguishing science from pseudoscience.	reproducibility, verifiability, distinguishing
3D 生物打印技术最终可能在实验室中培育出用于移植的人体器官，从而解决器官短缺的问题。	3D bioprinting technology may eventually enable human organs to be cultivated in the laboratory for transplantation, solving the problem of organ shortage.	bioprinting, cultivated, shortage
数字鸿沟不仅存在于国与国之间，在一国以内的城乡、阶层之间同样显著，影响着教育和社会流动性的公平性。	The digital divide exists not only between countries but is equally pronounced between urban and rural areas and across social classes within a country, affecting equity in education and social mobility.	divide, pronounced, equity
云计算使企业和个人无需购买昂贵的硬件，就能按需获取计算资源和存储空间。	Cloud computing enables businesses and individuals to access computing resources and storage on demand, without the need to purchase expensive hardware.	Cloud, on demand, hardware
数字技术在文化遗产保护中发挥了独特作用，通过三维扫描可以实现那些已损毁古迹的高精度数字化复原。	Digital technology has played a unique role in cultural heritage conservation, enabling high-precision digital restoration of damaged monuments through three-dimensional scanning.	unique, conservation, restoration
在太空医学研究的帮助下，科学家正在探索微重力条件下人体骨骼和肌肉的退化机制。	With the help of space medicine research, scientists are exploring the mechanisms of bone and muscle degeneration under microgravity conditions.	exploring, degeneration, microgravity
深伪技术能够生成几乎以假乱真的合成视频和音频，这给媒体真实性和新闻业带来了严峻的挑战。	Deepfake technology can generate nearly indistinguishable synthetic video and audio, posing a severe challenge to the authenticity of media and journalism.	Deepfake, synthetic, authenticity
海水淡化技术的不断成熟为缺乏淡水资源的沿海地区提供了新的饮用水来源。	The continuous maturation of desalination technology has provided a new source of drinking water for coastal regions that lack freshwater resources.	desalination, source
生物技术的最新突破使科学家可以对活体细胞进行重编程，从而为治疗目前无法治愈的疾病开辟了新途径。	Recent breakthroughs in biotechnology have enabled scientists to reprogramme living cells, opening up entirely new avenues for treating currently incurable diseases.	enabled, reprogramme, avenues
在人工智能的帮助下，药物研发的周期有望从十年以上大幅缩短至两三年。	With the assistance of artificial intelligence, the drug discovery cycle is expected to be dramatically shortened from over a decade to just two or three years.	assistance, expected, dramatically
科学合作不应被国界所阻隔，国际合作在应对气候变化、大规模流行病等方面尤为重要。	Scientific collaboration should not be hindered by national boundaries, and international cooperation is particularly crucial in tackling climate change and large-scale pandemics.	hindered, boundaries, crucial
许多新技术在被大规模采用之前，必须先经过严格的安全评估和监管审批。	Many new technologies must undergo rigorous safety assessments and regulatory approval before they can be adopted on a large scale.	undergo, rigorous, regulatory
自动化既可以通过消除繁琐的重复劳动来释放人类的创造力，也可能加剧某些群体的就业不安全感。	Automation can both unleash human creativity by eliminating tedious repetitive tasks and exacerbate job insecurity for certain segments of the workforce.	unleash, tedious, exacerbate
可再生能源并网的一个核心挑战是风能和太阳能的间歇性，这需要大规模储能技术的配合。	A core challenge of integrating renewable energy into the grid is the intermittent nature of wind and solar power, which requires the coordination of large-scale energy storage technology.	integrating, intermittent, coordination
数字支付系统的普及正在改变消费者的购物行为和商家的运营模式，也大幅减少了现金的使用。	The proliferation of digital payment systems is transforming consumer purchasing behaviour and merchant operating models, significantly reducing the use of physical cash.	proliferation, merchant, significantly
对人工智能的过度依赖可能导致人类在关键领域的判断力退化，必须对此保持清醒。	Over-reliance on artificial intelligence may lead to the deterioration of human judgement in critical domains, a risk that must be soberly guarded against.	Over-reliance, deterioration, soberly
科技伦理委员会的建立旨在帮助社会在后基因编辑时代平衡科技进步与道德和法律的底线。	The establishment of ethics committees for technology aims to help society balance scientific progress with moral and legal boundaries in the post-gene-editing era.	ethics, balance, moral
人类基因组计划是二十世纪最宏伟的科学工程之一，它彻底改变了我们对遗传疾病机制的认识。	The Human Genome Project was one of the most ambitious scientific undertakings of the twentieth century, revolutionising our understanding of the mechanisms of hereditary diseases.	ambitious, undertakings, hereditary
大数据的价值不仅在于数据的数量之大，更在于通过分析从中提取出有意义的见解和预测。	The value of big data lies not only in the sheer volume of data but also in the extraction of meaningful insights and predictions through sophisticated analysis.	sheer, volume, extraction
精准农业利用卫星图像、传感器数据和自动机械来优化水肥的使用，在提高产量的同时减少了环境足迹。	Precision agriculture uses satellite imagery, sensor data, and automated machinery to optimise the use of water and fertiliser, boosting yields while reducing environmental footprints.	Precision, optimise, footprints
全球科学界在连接望远镜、超级计算机和实验室仪器方面建立了前所未有的合作网络，有力推动了基础研究的进展。	The global scientific community has built unprecedented collaborative networks linking telescopes, supercomputers, and laboratory instruments, significantly advancing the progress of fundamental research.	collaborative, linking, fundamental
技术垄断可能导致市场失衡和技术锁定的问题，因此很多国家出台了反垄断法来鼓励公平竞争。	Technology monopolies may lead to market imbalances and issues of technological lock-in, prompting many countries to introduce antitrust legislation to encourage fair competition.	monopolies, prompting, antitrust
合成生物学可以通过改造微生物来生产燃料、药物甚至全新材料，其潜力尚未完全释放。	Synthetic biology can engineer microorganisms to produce fuels, pharmaceuticals, and even entirely new materials, a potential that has yet to be fully unleashed.	Synthetic, engineer, unleashed
