# 中文意思	英文完整句子	填空词，最多3个
文化全球化导致西方文化的广泛传播，引发了关于文化同质化和本土文化保护的广泛讨论。	Cultural globalisation has led to the widespread dissemination of Western culture, sparking extensive debate about cultural homogenisation and the preservation of indigenous cultures.	dissemination, homogenisation, indigenous
保护正在消失的语言是对人类集体知识体系和多元文化智慧宝库的紧急抢救。	Preserving endangered languages is an urgent rescue mission for humanity's collective knowledge systems and the treasury of diverse cultural wisdom.	endangered, urgent, treasury
社会仪式如成人礼和婚礼标志着个人生命阶段的过渡，彰显了一个文化的核心价值观。	Social rituals such as coming-of-age ceremonies and weddings mark the transition of personal life stages and embody the core values of a culture.	rituals, transition, embody
原始艺术的魅力在于其质朴之美，未经专业训练的手法和纯真的表达方式常能触动人心。	The charm of primitive art lies in its rustic beauty, and the untrained techniques and naive expressions often have the power to touch the heart.	primitive, rustic, naive
后现代建筑风格采用拼贴、戏仿等手法，打破了现代主义的纯粹理性束缚。	Postmodern architecture employs techniques such as collage and parody, breaking free from the purely rational constraints of modernism.	collage, parody, rational
文化经济正在成为许多城市发展战略的支柱，创意产业不仅创造就业，还提升了城市的品牌辨识度。	The cultural economy is becoming the backbone of development strategies for many cities, with creative industries not only generating employment but also enhancing the city's brand visibility.	backbone, creative, visibility
艺术教育的核心价值不单是为社会培养艺术家，更是通过审美体验来发展所有人的创造力和感性思维。	The core value of art education is not simply to nurture artists for society but to develop the creativity and sensory thinking of all people through aesthetic experience.	nurture, sensory, aesthetic
传统曲艺正在通过融合现代流行元素来吸引年轻观众，以应对其传承与发展面临的根本性危机。	Traditional performing arts are incorporating modern pop elements to attract younger audiences, in response to the fundamental crisis threatening their transmission and development.	fundamental, transmission, incorporating
文化挪用的争议在全球化背景下变得愈加频繁，它涉及了当一个文化群体使用另一文化元素时的伦理边界问题。	The controversy over cultural appropriation has become increasingly frequent in the context of globalisation, concerning the ethical boundaries when one cultural group uses elements of another culture.	appropriation, controversy, boundaries
喜剧作为一种艺术形式，通常通过夸张尖锐的讽刺来揭露社会不公和人性弱点。	Comedy as an art form often exposes social injustices and human weaknesses through exaggerated and sharp satire.	exaggerated, satire, exposes
文化产业与旅游业的融合为非物质文化遗产的保护和弘扬提供了全新的商业思路和可持续模式。	The integration of the cultural industry and tourism offers entirely new commercial ideas and sustainable models for the protection and promotion of intangible cultural heritage.	integration, sustainable, promotion
诗歌的独特之处在于它能将最为复杂微妙的人类情感凝练在最精炼最震撼的语言之中。	The uniqueness of poetry lies in its ability to condense the most complex and subtle human emotions into the most refined and striking language.	uniqueness, condense, striking
街头艺术曾经是地下和反文化的象征，如今已部分地为主流艺术界和商业品牌所接纳。	Street art was once a symbol of the underground and counterculture but has now been partially embraced by the mainstream art world and commercial brands.	underground, counterculture, embraced
一个成熟的社会应对不同形式的艺术探索和创新观念持包容态度，因为这正是文化生生不息的源泉。	A mature society should be tolerant of diverse forms of artistic exploration and innovative ideas, for this is precisely the source of a culture's enduring vitality.	mature, tolerant, vitality
歌剧将音乐、戏剧、舞蹈和舞台美术完美融合，被视为西方古典音乐传统中最宏伟的综合艺术形式。	Opera seamlessly integrates music, drama, dance, and stage design, and is regarded as the most magnificent comprehensive art form in the Western classical music tradition.	Opera, seamlessly, magnificent
文化多样性的保护需要国家和国际层面的制度性支持，同时关键在于激发年轻一代的文化自尊和文化自觉。	The protection of cultural diversity requires institutional support at both national and international levels, yet the key lies in inspiring cultural pride and cultural consciousness in the younger generation.	diversity, institutional, consciousness
语言作为文化的最主要载体，每一种语言的消亡都意味着一个世界观的永久消失。	Language, as the primary carrier of culture, means that the extinction of each language represents the permanent loss of a unique worldview.	primary, extinction, permanent
陶艺这门古老的技艺至今仍在当代艺术家的手中焕发生机，连接着实用与审美、传统与创新的边界。	The ancient craft of ceramics is still being revitalised in the hands of contemporary artists, bridging the boundaries between utility and aesthetics, tradition and innovation.	ceramics, revitalised, bridging
审美标准随着时间的变迁而变化，每一个时代所推崇的美都折射出该社会的权力结构和价值导向。	Aesthetic standards evolve over time, and the beauty revered in each era reflects the power structures and value orientations of that society.	evolve, revered, reflects
巴洛克时期的音乐以华丽繁复的装饰音和强烈的对比对比度为特征。	Baroque music is characterised by its ornate and elaborate ornamentation as well as its dramatic contrasts.	Baroque, ornate, contrasts
文化认同是一个流动而复杂的过程，在移民和全球化语境下尤其具有多层和混合的特征。	Cultural identity is a fluid and complex process, with particularly multi-layered and hybrid characteristics in the context of immigration and globalisation.	fluid, hybrid, immigration
在公共空间中的雕塑作品不仅承载着城市的历史记忆，也反映着当代的审美取向和社会价值观。	Sculptures in public spaces not only carry the historical memory of a city but also reflect contemporary aesthetic orientations and social values.	Sculptures, carry, orientations
数字艺术的兴起让创作和复制之间的界限变得模糊，催生了关于原作和稀缺性在新时代的定义之辩。	The rise of digital art has blurred the boundary between creation and reproduction, sparking a debate about the definition of originality and scarcity in a new era.	blurred, reproduction, scarcity
民间音乐中蕴含的先民生活智慧和族群集体记忆，是任何一个民族最宝贵的无形文化资产。	The ancestral life wisdom and collective ethnic memory embedded in folk music constitute the most priceless intangible cultural asset of any nation.	embedded, folk, asset
书法艺术在东方文化中占有独特地位，通过笔画的力度和节奏传递书写者的个性气质和内在情感。	Calligraphy holds a unique place in Eastern culture, conveying the personality and inner emotions of the writer through the force and rhythm of brushstrokes.	Calligraphy, conveying, rhythm
艺术市场的投机泡沫可能导致具有真正艺术价值的作品被淹没在纯粹的商业炒作之中。	Speculative bubbles in the art market can result in works of genuine artistic merit being drowned out by purely commercial hype.	Speculative, bubbles, hype
文化资助模式的选择体现了一个国家对于艺术的立场——是将其视为纯粹的公共产品还是可以完全市场化运作的产业。	The choice of cultural funding model reflects a nation's stance on art — whether it is seen as a pure public good or an industry that can be entirely market-driven.	funding, stance, public
实验剧场颠覆了传统的表演空间和观众关系，将观众从被动的旁观者转变为参与的共创者。	Experimental theatre subverts traditional performance spaces and audience relationships, transforming the spectators from passive onlookers into participating co-creators.	subverts, spectators, onlookers
艺术修复的原则在保护壁画和古董雕塑时，伦理上常面临保留历史叠加还是恢复原始面貌的两难抉择。	The principles of art restoration often face an ethical dilemma in the conservation of murals and antique sculptures between preserving historical accretions and restoring the original appearance.	restoration, dilemma, accretions
批判家在现代艺术生态中不是可有可无的解说者，而是参与艺术意义建构和标准设定的重要维度。	Critics are not dispensable explicators in the modern art ecosystem but rather important participants in constructing artistic meaning and setting standards.	dispensable, explicators, constructing
数字音乐的采样文化模糊了原创与拼贴的界限，由此引发的版权诉讼重塑了音乐创作的合法边界。	The sampling culture of digital music has blurred the boundary between originality and collage, and the resulting copyright litigation has reshaped the legal boundaries of music creation.	sampling, collage, litigation
文艺赞助在历史上从教会和皇室转向企业和基金会，这种资金来源的更迭也在悄然改变艺术创作的方向和自由度。	Art patronage has historically shifted from the church and royalty to corporations and foundations, and this change in funding sources is quietly altering the direction and freedom of artistic creation.	patronage, shifted, foundations
色彩理论不仅是艺术家的必修课，也被广泛应用于广告、室内设计和数字界面的用户体验。	Colour theory is not only a compulsory subject for artists but is also widely applied in advertising, interior design, and the user experience of digital interfaces.	compulsory, interior, interfaces
文化在地性的丧失是全球化快餐文化席卷世界之后最令人惆怅的美学代价之一。	The loss of cultural locality is one of the most melancholy aesthetic costs after the global sweep of fast-food culture across the world.	locality, melancholy, sweep
非物质文化遗产的数字化保护虽然可以永久记录形式，但流失了原生情境中的温度和不可替代性。	The digital preservation of intangible cultural heritage can permanently record forms, but it loses the warmth and irreplaceability of the original living context.	preservation, permanently, context
