# 中文意思	英文完整句子	填空词，最多3个
白酒在中国的社会交往和商务宴请中扮演着特殊的角色，酒桌上敬酒和劝酒的礼仪折射了深厚的权力和人情关系。	Baijiu plays a distinctive role in social interactions and business banquets in China, with the etiquette of toasting and urging others to drink reflecting the profound dynamics of power and interpersonal relationships.	distinctive, banquets, etiquette
营养不良可以表现为能量缺乏，但也广泛地体现为微量元素缺乏，也就是所谓的隐性饥饿。	Malnutrition can manifest as energy deficiency but is also widely reflected in micronutrient deficiencies, which constitute so-called hidden hunger.	Malnutrition, micronutrient, hidden
食品的添加剂包括防腐剂、色素和增味剂，在法定范围内的使用是被许可的，但超出标准就被视为违法。	Food additives include preservatives, colourings, and flavour enhancers, and their use within legal limits is permitted but is deemed illegal once the standards are exceeded.	additives, preservatives, deemed
社区菜园让城市居民得以接触泥土，参与部分食物生产过程，这对于培养儿童对自然和食物的敬畏非常宝贵。	Community gardens allow urban dwellers to get their hands in the soil and participate in part of the food production process, which is invaluable for cultivating children's reverence for nature and food.	dwellers, invaluable, reverence
在饥荒和灾难中，维持营养供应是生存的最低要求，而母乳喂养在这种情况下常常是幼小生命得以延续的唯一防线。	In famine and disaster scenarios, maintaining nutritional supply is the minimum requirement for survival, and breastfeeding under such circumstances is often the only line of defence that keeps fragile young lives going.	scenarios, minimum, fragile
饮食习惯的改变，特别是减少红肉消费和转向富含植物蛋白的饮食，是对抗气候变化最有力的个人行为之一。	Shifting dietary habits, particularly reducing red meat consumption and moving towards a diet rich in plant protein, is one of the most powerful individual actions to combat climate change.	Shifting, particularly, combat
全球化的饮食文化扩散导致了一些传统饮食体系和本土作物品种的急剧消失，这不仅是味蕾的损失，也是人类农业遗产的流失。	The globalised diffusion of dietary cultures has led to the precipitous disappearance of some traditional food systems and native crop varieties, a loss not only for the palate but also for humanity's agricultural heritage.	precipitous, native, palate
咖啡是全球交易量最大的农产品之一，其供应链涉及数百万小农户，价格的剧烈波动深刻影响着他们的生计。	Coffee is one of the most heavily traded agricultural commodities in the world, and its supply chain involves millions of smallholders whose livelihoods are profoundly affected by dramatic price fluctuations.	commodities, profoundly, fluctuations
在外就餐频率的急剧增加与卡路里超量摄入有显著的相关性，这主要是因为餐馆菜肴的油脂盐分和份量通常偏高。	The sharp increase in the frequency of eating out is significantly correlated with excessive calorie intake, largely because restaurant dishes are typically high in fat, salt, and portion size.	correlated, excessive, portion
某些民族和宗教的饮食禁忌在公共餐饮和大型活动的组织管理中必须得到认真的尊重，例如清真或洁食的特殊要求。	The dietary taboos of certain ethnic and religious groups must be seriously respected in the organisation and management of public catering and large-scale events, for instance the special requirements of halal or kosher food.	taboos, catering, halal
咖啡因作为全世界最常精神刺激物质，其适量摄入能提神，但过量则会干扰睡眠和加剧焦虑。	Caffeine is the most commonly consumed psychoactive substance in the world, and while moderate intake can boost alertness, excessive consumption can disrupt sleep and exacerbate anxiety.	psychoactive, alertness, exacerbate
酒与健康关系的研究在近年来经历了许多反复，原本的红酒保健假说正在被更谨慎的剂量-反应风险结论所代替。	Research on the relationship between alcohol and health has undergone many iterations in recent years, with the original health hypothesis for red wine being replaced by more cautious dose-response risk conclusions.	undergone, hypothesis, cautious
学校午餐质量的提升不仅有助于改善学龄儿童当下的体能和专注力，也对其一生的饮食习惯的养成有深远影响。	Improving the quality of school lunches not only contributes to the immediate physical fitness and concentration of school-age children but also has a profound impact on the formation of their lifelong eating habits.	immediate, concentration, formation
舌尖上的满足是人们最直接的幸福来源之一，但把这种满足引向健康可持续的轨道是整个社会需要面对的集体课题。	The satisfaction of the palate is one of the most direct sources of human happiness, but channelling this satisfaction onto a healthy and sustainable track is a collective challenge that society as a whole needs to confront.	palate, channelling, confront
橄榄油因其富含的单不饱和脂肪酸和多酚物质，在地中海饮食中被视为珍宝，尽管加热会使部分活性物质降解。	Olive oil, rich in monounsaturated fatty acids and polyphenols, is treasured in the Mediterranean diet, though heating can degrade some of its active compounds.	monounsaturated, treasured, degrade
盐分的过量摄入是导致血压升高的全球性主因，世界各国的公共健康机构均在推动食品制造商进行逐步的减盐计划。	Excessive salt intake is a worldwide leading cause of elevated blood pressure, and public health agencies across the globe are pushing food manufacturers to undertake gradual salt reduction programmes.	Excessive, elevated, gradual
食物沙漠指的是缺乏新鲜和价格合理食品的社区，这通常在贫困地区和偏远乡村尤为严重。	Food deserts refer to communities lacking access to fresh and affordable food, a problem particularly acute in impoverished areas and remote rural regions.	deserts, lacking, acute
蛋白质作为人体必需的宏量营养素，其来源可以从动物和植物中获得，而增加植物蛋白的比例已被广泛认为更健康也更环保。	Protein, as an essential macronutrient for the human body, can be sourced from both animals and plants, and increasing the proportion of plant protein has been widely acknowledged as both healthier and more environmentally friendly.	macronutrient, sourced, acknowledged
在食品加工中使用的植物仿肉技术正在以惊人的速度改进，其目标是不在用真实动物的前提下尽可能复刻肉类的色香味和口感。	The technology for plant-based meat analogues used in food processing is advancing at an astonishing pace, with the goal of replicating the appearance, flavour, and texture of meat as faithfully as possible without using real animals.	analogues, replicating, faithfully
在国际会议和外交晚宴上，菜单上的菜肴往往经过精心设计，注入文化象征和外交讯号。	At international conferences and diplomatic banquets, the dishes on the menu are often meticulously designed, infused with cultural symbolism and diplomatic messages.	meticulously, infused, diplomatic
宠物食品的人性化趋势是指宠物主人越来越倾向于购买成分接近人类食物标准的高端宠物饲料。	The humanisation trend in pet food refers to pet owners increasingly tending to purchase high-end pet feed whose ingredients approach human food standards.	humanisation, increasingly, ingredients
生物多样性的流失正在使我们的餐桌变得单调，在全球依赖不足三十种作物供养的今天，地方特色作物的保护极具紧迫性。	The loss of biodiversity is making our tables more monotonous, and in a world today reliant on fewer than thirty crops for sustenance, the conservation of local specialty crops is a matter of extreme urgency.	monotonous, reliant, urgency
气候智慧型农业以提高产量和减少碳足迹为目标，对于保障未来粮食安全至关重要。	Climate-smart agriculture, which aims to boost yields and reduce the carbon footprint, is crucially important for ensuring future food security.	boost, footprint, security
功能性饮料市场的爆炸性增长背后，是当代人渴望通过便捷的产品来补偿体能和注意力下降的巨大需求。	Behind the explosive growth of the functional beverage market lies the enormous demand of contemporary people to compensate for the decline in physical energy and attention through convenient products.	explosive, compensate, decline
在人类演化的长河中，对高热量食物的渴望曾是生存的利器，但在食物充裕的今天却成了肥胖的进化根源。	In the long course of human evolution, the craving for high-calorie foods was once a survival asset, but in today's world of abundant food it has become the evolutionary root of obesity.	craving, asset, abundant
在约会文化中，共进晚餐和分享食物是建立亲密感和信任的经典方式。	In dating culture, dining together and sharing food are classic ways of establishing intimacy and trust.	dining, intimacy, trust
食品溯源技术的应用让每一条鱼、每一袋米从产地到餐桌全流程透明，打击假冒伪劣和防止食源性疾病爆发。	The application of food traceability technology makes the entire process from origin to table transparent for every fish and every bag of rice, combating counterfeiting and preventing the outbreak of foodborne diseases.	traceability, counterfeiting, foodborne
印度的素食传统与宗教情怀紧密相连，而西方近年来素食人群的壮大主要由健康和环保主义驱动。	The vegetarian tradition of India is closely tied to religious sentiments, whereas the growth of the vegetarian population in the West in recent years has been mainly driven by health and environmentalism.	sentiments, whereas, environmentalism
全球单一种植的作物贸易虽然效率极高，但对一种主要作物的过度依赖一旦遭遇病虫害就可能引发大规模的粮食灾难。	The global trade in monoculture crops is highly efficient, but an excessive dependency on a single staple crop can trigger a large-scale food catastrophe once it encounters a pest or disease outbreak.	monoculture, dependency, catastrophe
