# 中文意思	英文完整句子	填空词，最多3个
营养标签帮助消费者做出更明智的食品选择，但很多人仍然不知道如何正确解读这些信息。	Nutritional labelling helps consumers make more informed food choices, but many people still do not know how to correctly interpret this information.	labelling, informed, interpret
传染病的跨境传播速度在全球化时代急剧加快，显示了国际卫生合作的迫切性。	The cross-border transmission of infectious diseases has accelerated dramatically in the era of globalisation, highlighting the urgency of international health cooperation.	transmission, dramatically, urgency
端粒是染色体末端的保护帽，其长度与衰老密切相关，受遗传和生活方式因素双重调控。	Telomeres are protective caps at the ends of chromosomes whose length is closely associated with ageing, regulated by both genetic and lifestyle factors.	Telomeres, chromosomes, regulated
消化不良、肠易激综合征等胃肠道疾病在现代人群中愈发普遍，常与饮食不规律和精神紧张有关。	Gastrointestinal disorders such as indigestion and irritable bowel syndrome are becoming increasingly common in modern populations, often linked to irregular eating patterns and psychological stress.	Gastrointestinal, irritable, irregular
替代医学如针灸和草药治疗在许多文化中已有数千年的使用历史，但其疗效需要用严谨的科学方法加以验证。	Alternative medicine such as acupuncture and herbal remedies has been used for thousands of years in many cultures, but its efficacy needs to be validated through rigorous scientific methods.	Alternative, acupuncture, validated
医疗保健领域的资源分配是一个复杂的伦理问题，特别是在面对稀缺资源如器官移植时。	The allocation of resources in healthcare is a complex ethical issue, particularly when facing scarce resources such as organ transplants.	allocation, scarce, transplants
久坐行为被科学家称为新的吸烟，因其与心血管疾病代谢问题和过早死亡的风险显著相关。	Sedentary behaviour has been termed the new smoking by scientists, as it is significantly linked to an elevated risk of cardiovascular disease, metabolic disorders, and premature mortality.	Sedentary, termed, premature
膳食纤维的充足摄入对于维持肠道菌群平衡、预防结肠癌和调节血糖水平至关重要。	Adequate intake of dietary fibre is crucial for maintaining a balanced gut microbiome, preventing colon cancer, and regulating blood sugar levels.	Adequate, fibre, regulating
接触自然对心理健康有显著的正面影响，研究显示绿地的可及性与居民精神压力水平呈负相关。	Exposure to nature has a markedly positive effect on mental well-being, with research showing that access to green spaces is inversely correlated with the stress levels of residents.	Exposure, markedly, inversely
癌症的早期筛查可以显著提高治愈率，因此很多国家都建议高危人群定期进行专项检查。	Early screening for cancer can significantly increase the cure rate, which is why many countries recommend that high-risk groups undergo specific examinations on a regular basis.	screening, cure, undergo
自闭症谱系障碍的早期诊断和干预对改善儿童的语言能力和社交技能发展至关重要。	Early diagnosis and intervention for autism spectrum disorder are crucial for improving the development of language abilities and social skills in affected children.	diagnosis, intervention, autism
失智症不仅对患者本人构成巨大的挑战，对照顾他们的家庭成员来说也是沉重的身心负担。	Dementia poses an enormous challenge not only for the patients themselves but also places a heavy physical and emotional burden on the family members who care for them.	Dementia, poses, burden
创伤后应激障碍是一种可能发生在经历了创伤性事件的人身上的精神疾病，其症状包括反复闪回和过度警觉。	Post-traumatic stress disorder is a psychiatric condition that can occur in people who have experienced a traumatic event, with symptoms including recurring flashbacks and hypervigilance.	psychiatric, traumatic, flashbacks
流行病是大规模爆发的传染病，一旦跨越国界就可能成为大流行病，需要全球层面的协作应对。	Epidemics are large-scale outbreaks of infectious diseases that can escalate into pandemics once they cross national borders, requiring collaborative responses at the global level.	Epidemics, escalate, collaborative
关节软骨一旦磨损很难再生，因此骨关节炎的预防重在控制体重和避免过度使用关节。	Joint cartilage is difficult to regenerate once worn away, so the prevention of osteoarthritis focuses on weight management and avoiding the overuse of joints.	cartilage, regenerate, avoiding
孤独感和社会隔离已被证实对健康的危害程度堪比每天抽十五支烟，应被视为公共卫生问题。	Loneliness and social isolation have been proven to be as damaging to health as smoking fifteen cigarettes a day and should be regarded as a public health concern.	Loneliness, isolation, regarded
医学影像技术如磁共振成像和CT扫描使医生能够在不开刀的情况下详细观察体内结构的异常病变。	Medical imaging technologies such as magnetic resonance imaging and CT scans enable doctors to observe abnormal lesions in internal structures in detail without performing surgery.	imaging, resonance, lesions
尽管现代医学取得了巨大进步，但许多罕见病仍然缺乏有效的诊断方法和治疗药物。	Despite the tremendous advances in modern medicine, many rare diseases still lack effective diagnostic methods and therapeutic drugs.	tremendous, diagnostic, therapeutic
肠胃中的微生物群落不仅是消化功能的关键参与者，更通过肠脑轴影响着人的情绪和行为。	The microbial community in the gastrointestinal tract is not only a key participant in digestive function but also influences mood and behaviour through the gut-brain axis.	community, gastrointestinal, influences
医患关系的质量直接影响治疗依从性和疗效，良好的沟通是建立互信关系的基础。	The quality of the doctor-patient relationship directly affects treatment adherence and therapeutic outcomes, with good communication forming the foundation for building mutual trust.	adherence, mutual, foundation
有氧运动如跑步和游泳可以增强心肺功能，降低血压，并促进能改善情绪的脑内化学物质的释放。	Aerobic exercise such as running and swimming enhances cardiorespiratory function, lowers blood pressure, and stimulates the release of mood-enhancing chemicals in the brain.	Aerobic, cardiorespiratory, stimulates
长期睡眠呼吸暂停如果不治疗，会大幅增加高血压、心脏病和中风的发生风险。	If left untreated, long-term sleep apnoea can substantially increase the risk of developing hypertension, heart disease, and stroke.	apnoea, substantially, stroke
疫苗犹豫被世界卫生组织列为全球健康的十大威胁之一，它反映了对科学和公共卫生体系的不信任。	Vaccine hesitancy has been listed by the World Health Organization as one of the top ten threats to global health, reflecting a lack of trust in science and public health systems.	hesitancy, threats, trust
医疗差错是导致患者伤害的主要原因之一，建立安全文化和报告制度是减少差错的重要手段。	Medical errors are one of the leading causes of patient harm, and establishing a culture of safety and a reporting system are important means of reducing errors.	errors, leading, harm
中风的黄金抢救时间窗非常短暂，公众了解中风早期症状对改善预后有至关重要的作用。	The golden time window for stroke treatment is extremely short, and public awareness of the early symptoms of stroke plays a crucial role in improving outcomes.	window, awareness, outcomes
纳米医学是一个快速发展的前沿领域，利用纳米粒子将药物直接输送到病变细胞，以提高药效并降低副作用。	Nanomedicine is a rapidly developing frontier that uses nanoparticles to deliver drugs directly to diseased cells, enhancing efficacy while reducing side effects.	Nanomedicine, frontier, nanoparticles
慢性疼痛的管理是多维的，不仅涉及药物治疗，还包括物理治疗、心理辅导以及生活方式的调整。	The management of chronic pain is multidimensional, involving not only pharmacological treatment but also physical therapy, psychological counselling, and lifestyle modifications.	multidimensional, pharmacological, modifications
良好的姿势对于预防慢性背痛和颈椎问题非常重要，尤其是在长时间使用电子设备的情况下。	Good posture is extremely important for preventing chronic back pain and cervical spine problems, especially during prolonged use of electronic devices.	posture, cervical, prolonged
长期暴露在噪音污染中不仅会导致听力损失，还与高血压、睡眠障碍和认知能力下降有显著关联。	Long-term exposure to noise pollution not only leads to hearing loss but is also significantly associated with hypertension, sleep disturbance, and cognitive decline.	exposure, disturbance, cognitive
食品安全是一个涉及从农业种植、加工运输到家庭厨房的复杂链条，任何环节的疏漏都可能引起大规模疾病。	Food safety is a complex chain spanning agricultural cultivation, processing, transportation, and household kitchens, and a lapse at any link can cause large-scale illness.	spanning, lapse
儿童肥胖率的攀升已成为全球性的公共卫生危机，需要从学校供餐、食品广告监管和城市规划等多方面入手。	The rising rate of childhood obesity has become a global public health crisis that requires a multi-pronged approach involving school meals, food advertising regulation, and urban planning.	crisis, multi-pronged, advertising
远程医疗在疫情期间大规模应用，为行动不便的患者和偏远地区的居民提供了宝贵的就医渠道。	Telemedicine was deployed on a massive scale during the pandemic, providing a valuable healthcare access channel for immobile patients and residents of remote areas.	Telemedicine, deployed, immobile
病毒的基因变异是一个持续的自然过程，这也是流感疫苗需要每年更新配方的原因。	The genetic mutation of viruses is an ongoing natural process, which is why influenza vaccines need to be reformulated each year.	mutation, ongoing, reformulated
器官捐献的缺口在世界范围内普遍存在，这凸显了推广捐献文化和优化移植分配系统的紧迫性。	The shortage of organ donations is a widespread problem across the world, highlighting the urgency of promoting a culture of donation and optimising the transplant allocation system.	shortage, highlighting, donation
