# 中文意思	英文完整句子	填空词，最多3个
新入职场的毕业生面临的期望与现实间的落差是普遍现象，导师制的实施可以有效帮助其完成角色过渡。	The gap between expectations and reality faced by new graduates entering the workplace is a common phenomenon, and the implementation of mentorship can effectively help them navigate this role transition.	expectations, phenomenon, navigate
全球人才竞争日益激烈，知识工作者在全球范围内流动，选择能够提供最佳职业发展和生活环境的国家。	The global competition for talent is intensifying, with knowledge workers flowing across borders and choosing countries that offer the best career development and living environment.	intensifying, flowing, environment
情绪劳动是指员工在工作中必须管理自身情感以符合组织期望，这在服务行业中尤为常见。	Emotional labour refers to the effort required of employees to manage their own feelings to meet organisational expectations, which is particularly common in the service industry.	Emotional, manage, expectations
数字游民的生活方式得益于互联网和远程工作技术的普及，允许人们在旅行或居住在不同国家的同时保持职业收入。	The digital nomad lifestyle is enabled by the proliferation of the internet and remote work technology, allowing people to maintain career income while travelling or residing in different countries.	nomad, proliferation, residing
零工经济为劳动力市场带来了显著的灵活性，但同时也引发了关于就业保障和福利缺失的广泛争议。	The gig economy has brought remarkable flexibility to the labour market but has simultaneously sparked widespread controversy over the lack of job security and benefits.	flexibility, simultaneously, controversy
通过学徒制，年轻人可以从有经验的师傅那里获得实践技能，同时获得一份收入，这是职业学校教育的有效补充。	Through apprenticeships, young people can acquire practical skills from experienced mentors while earning an income, serving as an effective supplement to vocational school education.	apprenticeships, acquire, supplement
从事志愿者工作不仅能丰富个人简历，更能帮助建立社区关系、培养共情能力和发现新的职业方向。	Engaging in volunteer work not only enriches one's resume but also helps build community ties, cultivate empathy, and discover new career directions.	enriches, cultivate, empathy
在全球化团队中工作，跨文化沟通能力和对时区差异的包容是确保项目顺利推进的关键能力。	Working in a globalised team, cross-cultural communication skills and accommodation of time zone differences are key capabilities for ensuring the smooth progress of projects.	globalised, accommodation, ensuring
远程办公虽然为许多知识工作者带来了便利，但也可能导致隐性加班和社交孤立等新的问题。	Remote work, while convenient for many knowledge workers, may also lead to new problems such as hidden overtime and social isolation.	convenient, hidden, isolation
工作场所的多样性不仅仅是道德和法律的要求，研究一再证明，多样化团队在创造力和解决问题方面更胜一筹。	Workplace diversity is not merely an ethical and legal requirement; research has repeatedly demonstrated that diverse teams outperform in creativity and problem-solving.	merely, ethical, outperform
过度工作和长时间的压力可导致身体健康状况恶化，包括心脏疾病和免疫功能抑制。	Overwork and prolonged stress can lead to the deterioration of physical health, including heart disease and suppressed immune function.	prolonged, deterioration, suppressed
一个人的职业身份往往是其社会身份和自我价值感的核心组成部分，失业的打击因此远远超出了经济层面。	A person's professional identity is often a core component of their social identity and sense of self-worth, so the blow of unemployment extends far beyond the economic dimension.	identity, core, dimension
确保工作场所无障碍对于包容残疾人和发挥他们的才能至关重要，这不仅是道德责任，也是法律义务。	Ensuring workplace accessibility is crucial for the inclusion of people with disabilities and for harnessing their talents, which is both a moral responsibility and a legal obligation.	accessibility, inclusion, harnessing
人工智能时代的到来令许多白领工作者也感到了职业威胁，此前此类威胁主要集中在体力劳动岗位。	The advent of the artificial intelligence era has caused many white-collar workers to feel occupational threats, which had previously been concentrated mainly in manual labour positions.	advent, occupational, concentrated
通过持续的学习和技能迭代，个人可以在变革的时代中保持职业的韧性和相关性。	Through continuous learning and skill iteration, individuals can maintain career resilience and relevance in an era of transformation.	iteration, resilience, relevance
薪酬保密制度在许多企业中被推行，目的是防止薪资差异引发员工间的不满，但这也可能掩盖结构性的薪酬不公。	Pay secrecy policies are enforced in many companies to prevent salary discrepancies from breeding resentment among employees, but this may also conceal structural pay inequities.	secrecy, discrepancies, conceal
个人品牌的打造通过社交媒体和专业网络得以放大，在竞争激烈的就业市场中，这已成为一种日益重要的软实力。	The cultivation of a personal brand is amplified through social media and professional networks, and in a highly competitive job market, this has become an increasingly important form of soft power.	cultivation, amplified, competitive
零工权益的缺失是全球性的现实问题，将社会保险与就业身份脱钩是很多学者提出的改革方向。	The lack of rights for gig workers is a global reality, and decoupling social insurance from employment status is a reform direction proposed by many scholars.	decoupling, status, reform
职业安全感在技术颠覆和全球竞争的夹击下变得越来越脆弱，培养可迁移的复合技能是个人最好的防御。	Job security is becoming increasingly fragile under the twin pressures of technological disruption and global competition, and developing transferable composite skills is an individual's best defence.	fragile, transferable, defence
弹性工作的正常化使得许多父母特别是母亲能够更好地兼顾家庭责任和职业发展。	The normalisation of flexible working has enabled many parents, especially mothers, to better juggle family responsibilities and career development.	normalisation, juggle, development
晋升停滞是职业生涯中的常见瓶颈，当向上的通道变窄，横向的职业丰富化成为可选的对策。	Career plateauing is a common bottleneck in professional life, and when the upward path narrows, lateral job enrichment becomes an alternative strategy.	plateauing, bottleneck, lateral
体面劳动不仅意味着获得合理的报酬，还包括安全的工作环境、社会对话的权利和免于歧视。	Decent work means not only receiving fair remuneration but also a safe working environment, the right to social dialogue, and freedom from discrimination.	remuneration, dialogue, freedom
工会的集体谈判能力直接影响工人的工资溢价和劳动条件，其弱化是全球中产阶级萎缩的成因之一。	The collective bargaining power of unions directly affects the wage premium and labour conditions of workers, and its weakening is one of the contributing factors to the global shrinking of the middle class.	bargaining, premium, contributing
工作场所的年龄歧视在招聘中年轻偏好和迫退年长员工的模式中表现得十分明显。	Age discrimination in the workplace is conspicuously displayed in the preference for younger candidates in recruitment and the pattern of pushing older employees towards early retirement.	conspicuously, preference, pattern
