# 中文意思	英文完整句子	填空词，最多3个
调解和仲裁作为替代性争端解决机制的受欢迎程度不断提高，因为它们通常比诉讼更省时、省钱且更具保密性。	Mediation and arbitration as alternative dispute resolution mechanisms are gaining in popularity, as they are generally more time-efficient, less expensive, and more confidential than litigation.	Mediation, arbitration, confidential
药品专利和公共健康之间的紧张关系在艾滋病药物和高价特效药的全球获取问题上表现得尤为突出。	The tension between pharmaceutical patents and public health is particularly pronounced in the global accessibility of HIV medication and highly-priced specialty drugs.	pharmaceutical, pronounced, accessibility
仇恨犯罪的特殊性在于它不仅伤害直接受害者，而且意图通过恐惧来恫吓受害者所属的整个群体。	The distinctiveness of hate crimes lies in the fact that they not only harm the direct victim but are also intended to intimidate the entire group to which the victim belongs through fear.	distinctiveness, intimidate, belongs
市民对治安的直接感受甚至比官方统计数据更能影响他们对法治安全感的评判。	Citizens' direct perception of public security can influence their judgement of the rule-of-law safety even more than official statistics.	perception, statistics
选举法旨在保证选举过程的廉洁与公正，禁止买票、作票和暴力胁迫等行为，但实际上执行起来极其困难。	Election laws are designed to ensure the integrity and fairness of the electoral process by prohibiting vote-buying, ballot-rigging, and violent coercion, but they are extremely difficult to enforce in practice.	integrity, ballot-rigging, coercion
恐怖主义分子的审判处在国家安全和公平审判的夹缝中，各国都面临着如何在两者之间合理平衡的难题。	The trial of terrorism suspects sits at the intersection of national security and a fair trial, confronting all nations with the difficult question of how to strike a reasonable balance between the two.	intersection, confronting, strike
监禁替代方案如社区服务、电子监控和缓刑，正在为减轻监狱人口和促进罪犯重新融入社会提供新思路。	Alternatives to incarceration such as community service, electronic monitoring, and probation are providing new ideas for reducing prison populations and facilitating the reintegration of offenders into society.	Alternatives, probation, facilitating
法官的自由裁量权在判刑时给予了个案适当的灵活性，但若没有充分的判刑准则，也可能导致同罪不同罚。	Judicial discretion in sentencing gives appropriate flexibility to individual cases, yet without adequate sentencing guidelines it may also lead to disparities in punishment for the same crime.	discretion, adequate, disparities
虽然死刑实际能吓阻多少暴力犯罪在犯罪学上尚存争议，但民意调查显示，在特定的时间和地区，多数公众仍然支持保留死刑。	Although the actual deterrent effect of the death penalty on violent crime is still disputed in criminology, opinion polls show that in certain times and regions, the majority of the public continues to support its retention.	deterrent, criminology, retention
酒后驾驶的刑事处罚和教育宣传相结合的双重策略，在降低相关事故发生率方面被证明十分有效。	The dual strategy of combining criminal penalties for drink-driving with education and publicity has proven to be remarkably effective in reducing the incidence of related accidents.	dual, publicity, incidence
安全机构在进行反恐监控时享有的广泛权力，在自由民主秩序中引发了严肃的良心辩论。	The broad powers enjoyed by security agencies in conducting counterterrorism surveillance have sparked a serious debate of conscience within liberal democratic orders.	broad, surveillance, conscience
误判的纠正不仅关乎个体命运，也是对司法体系自我纠错能力和公信力的一次重要检验。	The correction of wrongful convictions is not only about an individual's fate but also an important test of the self-correction capacity and credibility of the judicial system.	fate, capacity, credibility
在跨国知识产权纠纷中，各国法院的判决可能产生规范竞争，这既是挑战也是知识产权保护标准向更高看齐的机遇。	In transnational intellectual property disputes, the rulings of courts in different countries may generate normative competition, which is both a challenge and an opportunity for the standards of IP protection to race to the top.	transnational, normative, race
民间私下调解在东亚文化背景下避免了诉讼的激烈对抗，维持了社区的和谐与个体之间的面子。	Private mediation in the East Asian cultural context avoids the fierce confrontation of litigation and maintains community harmony and the face of individuals.	mediation, confrontation, face
取证的科学化进程极大地减少了冤案，DNA技术的应用被称作司法史上的革命。	The scientification of evidence collection has enormously reduced wrongful convictions, and the application of DNA technology has been called a revolution in the history of justice.	scientification, revolution
囚犯的社会回归问题若得不到妥善解决，他们中的很多人将在出狱后不久再次犯罪，形成一个恶性循环。	If the social reintegration of prisoners is not properly addressed, many of them will reoffend shortly after release, creating a vicious cycle.	reintegration, reoffend, vicious
法治的文化基础不仅在于条文，更在于广大社会成员发自内心地对规则的遵守和接受约束的自觉。	The cultural basis of the rule of law lies not only in the written statutes but also in the heartfelt rule compliance and the self-consciousness of accepting constraints among the broad members of society.	statutes, heartfelt, constraints
随着生物识别技术的普及，执法部门能够更迅速锁定嫌疑人，但这同时带来了对大规模监控和隐私的巨大忧虑。	With the popularisation of biometric identification, law enforcement agencies can identify suspects more rapidly, but this has simultaneously brought enormous concerns about mass surveillance and privacy.	biometric, suspects, simultaneously
网络诈骗手段的持续进化使得受害者的年龄和学历背景日益多元，老年人防范数字诈骗的意识薄弱尤其令人担忧。	The continuous evolution of online fraud tactics has made the age and educational backgrounds of victims increasingly diverse, and the weak awareness of the elderly in guarding against digital scams is particularly concerning.	fraud, diverse, concerning
法律对职场性骚扰的界定在实践中仍有灰色地带，这也是为何许多受害者选择隐忍的根源。	The legal definition of workplace sexual harassment still has grey areas in practice, which is also the root cause of why many victims choose to suffer in silence.	definition, grey, root
证人出庭率低是许多司法体系面临的现实困境，保障证人的安全和经济补偿是提高出庭率的关键。	The low rate of witness attendance in court is a real dilemma facing many judicial systems, and ensuring the safety and financial compensation of witnesses is the key to improving attendance.	attendance, dilemma, compensation
社区矫正通过对轻微犯罪者在社区中进行教育和行为监督，不但成本远低于监禁，也更有利于其保持与社会的联结。	Community corrections, by educating and supervising minor offenders within the community, are not only far less costly than imprisonment but also more conducive to maintaining their connection with society.	corrections, supervision, conducive
非法移民的司法处境十分脆弱，一方面他们是违法者，但另一方面他们也是最容易受到劳动剥削和暴力侵害的群体。	The legal situation of illegal immigrants is extremely precarious, as they are on one hand lawbreakers but on the other hand the group most vulnerable to labour exploitation and violence.	precarious, lawbreakers, exploitation
