# 中文意思	英文完整句子	填空词，最多3个
竞技体育与群众体育之间存在着相辅相成的关系，广泛的草根基础是培养精英运动员的肥沃土壤。	There is a mutually reinforcing relationship between competitive sports and mass sports, with a broad grassroots foundation serving as the fertile soil for nurturing elite athletes.	mutually, grassroots, elite
马拉松赛事在全世界范围内的井喷，反映了中产阶级对耐力挑战和完成非凡任务的深切渴望。	The worldwide boom in marathon events reflects the middle class's deep-seated desire for endurance challenges and the accomplishment of extraordinary feats.	boom, endurance, feats
儿童体育教育不应仅仅着眼于比赛的成绩，而应把重心放在培养终身体育习惯和体育精神上。	Children's physical education should not focus merely on competition results but should place its emphasis on cultivating lifelong sporting habits and sportsmanship.	merely, lifelong, sportsmanship
运动服装和鞋类的科技含量已高到惊人，从减震到能量反馈，各大品牌竞相以黑科技来赢得消费者。	The technological content of sportswear and footwear has become astonishingly high, and from shock absorption to energy return, major brands vie to win consumers with cutting-edge technology.	astonishingly, absorption, vie
极限运动在年轻人中的流行，可能是在过度安全无菌的现代生活下对真实风险和强烈体验本能的向往。	The popularity of extreme sports among young people may be an instinctive yearning for real risk and intense experience in a modern life that is excessively safe and sterile.	extreme, instinctive, sterile
体育赛事中的裁判判罚公正性是比赛的生命线，引入VAR和鹰眼等技术的重要目的是尽量减少致命误判。	The impartiality of officiating in sports competitions is the lifeline of the game, and the introduction of technologies such as VAR and Hawk-Eye primarily aims to minimise fatal misjudgements.	impartiality, lifeline, minimise
民族体育和传统游戏承载着深厚的社区历史，这些活动的现代化改造和推广能帮助保护无形的文化基因。	Traditional national sports and folk games carry a profound community history, and the modernisation and promotion of these activities can help preserve intangible cultural genes.	folk, profound, intangible
男女在运动领域的奖金和关注度差距虽然逐渐缩小，但至今仍反映出深层的社会性别区别对待。	The gap in prize money and media attention between men's and women's sports is gradually narrowing but still reflects deep-seated societal gender discrimination.	gap, gradually, discrimination
观众在球场上的暴力和辱骂行为不仅破坏了体育的纯洁性，也往往蔓延为更广泛的社会性冲突。	Violent and abusive behaviour by spectators in stadiums not only destroys the purity of sport but also often spills over into broader social conflict.	abusive, spectators, spills
高水平的运动员在退役后常常面临所谓第二人生的重大挑战，提前规划职业转型至关重要。	High-level athletes often face the major challenge of a so-called second life after retirement, making advance planning for career transition critically important.	retirement, transition, critically
体育外交是国家间通过共同参与体育运动来缓解紧张关系和促进对话的一种软实力手段，乒乓外交是其中的经典案例。	Sports diplomacy is a means of soft power by which nations ease tensions and facilitate dialogue through the shared participation in sport, with Ping-Pong Diplomacy being a classic example.	diplomacy, soft, facilitate
电子竞技作为新兴体育项目，正在改变传统的对运动员身体能力的要求，但也引发了专注力健康问题的争议。	As an emerging sport, esports is changing the traditional requirements for the physical abilities of athletes but has also sparked controversy over issues of concentration and health.	esports, emerging, concentration
极端高温天气下举行的体育赛事对运动员的生命构成直接威胁，这迫使大型体育组织修改赛事时间表和增设强制休息。	Sports events held in extreme heat pose a direct threat to the lives of athletes, compelling major sports organisations to modify event schedules and introduce mandatory rest breaks.	pose, compelling, mandatory
许多国家的顶尖运动员来自贫困背景，体育成为他们实现向社会上层流动的少数可行阶梯之一。	In many countries, top athletes come from impoverished backgrounds, with sport becoming one of the few viable ladders for upward social mobility.	impoverished, viable, upward
运动康复通过物理治疗和逐步调整训练量，可以帮助受伤运动员安全地恢复到竞技状态。	Sports rehabilitation, through physical therapy and the gradual adjustment of training load, can help injured athletes safely return to competitive form.	load, safely, form
饮食障碍在需要控制体重的项目中是突出风险，体操、花样滑冰和摔跤的运动员特别容易受影响。	Eating disorders are a prominent risk in disciplines that require weight control, with gymnasts, figure skaters, and wrestlers being particularly susceptible.	disciplines, prominent, susceptible
成功的青训体系是一个国家保持竞技体育长期优势的技术根基，荷兰的阿贾克斯和西班牙的拉玛西亚是其中的标杆。	A successful youth development system is the technical foundation for a nation to maintain its long-term competitive sporting advantage, with Ajax of the Netherlands and La Masia of Spain being benchmarks in this regard.	youth, foundation, benchmarks
体育博彩和打假球的腐败行径破坏了比赛的公正性，治理这一毒瘤需要体育组织和执法机构的通力合作。	Sports betting and match-fixing corruption undermine the integrity of competition, and tackling this malignancy requires the concerted efforts of sports organisations and law enforcement agencies.	betting, integrity, concerted
国际体育联合会在其所辖运动项目上拥有强大的规制权，也正因此经常被批评为缺乏透明度和问责。	International sports federations wield strong regulatory power over the sports they govern, which is also why they are frequently criticised for a lack of transparency and accountability.	federations, wield, accountability
运动促进脑源性神经营养因子的释放，从而增强学习记忆和减轻抑郁焦虑。	Exercise promotes the release of brain-derived neurotrophic factor, thereby enhancing learning and memory and alleviating depression and anxiety.	neurotrophic, thereby, alleviating
通过立法禁止烟草和垃圾食品品牌赞助体育赛事，政府希望以此来减少这些不健康产品在年轻群体中的宣传渗透。	By legislating to ban tobacco and junk food brands from sponsoring sports events, governments hope to reduce the promotional penetration of these unhealthy products among young audiences.	legislating, ban, penetration
业余运动员对运动的全然热爱，有时反而能比职业运动员更纯粹地体现体育的本源精神。	The sheer passion of amateur athletes for their sport can sometimes embody the original spirit of athletics even more purely than that of professional athletes.	amateur, embody, purely
心理韧性在高水平比赛中可能是比体能和技巧更关键的决胜因素。	Mental toughness can be a more decisive factor in high-level competition than physical fitness or technical skill.	toughness, decisive, fitness
科技的发展使残疾运动员能够借助碳纤维义肢和智能轮椅等专用设备，在国际赛场上不断刷新记录。	Technological advances enable athletes with disabilities to continuously break records on the international stage with the aid of specialised equipment such as carbon-fibre prosthetics and intelligent wheelchairs.	prosthetics, specialised, stage
在粉丝文化中，人们对主队非理性的忠诚既带来了强烈的归属感，也在一定程度上助长了对他队球迷的敌意。	In fan culture, people's irrational loyalty to their home team brings a strong sense of belonging while also fuelling, to some extent, hostility towards the supporters of rival teams.	irrational, loyalty, hostility
运动对老年人减缓肌肉衰减和维持平衡预防跌倒的价值，不亚于任何保健品。	The value of exercise for the elderly in slowing sarcopenia and maintaining balance to prevent falls is no less than that of any health supplement.	sarcopenia, balance, supplement
体育赞助市场的急速膨胀使得大企业愿意斥巨资将自己的品牌与健康、成功和高性能等正面意象联系起来。	The rapid expansion of the sports sponsorship market has led large corporations to be willing to invest enormous sums in associating their brands with positive images such as health, success, and high performance.	sponsorship, invest, associating
克服内心的懈怠是坚持运动的最大敌人，而习惯的养成不是依靠短期冲动而是依赖环境设计和微小承诺。	Overcoming inner inertia is the greatest enemy of sticking to an exercise routine, and the formation of a habit depends not on short-term impulses but on environmental design and small commitments.	inertia, routine, impulses
社区体育设施的充分供给和合理分布是社会公平在公共健康维度上的基础性体现。	The adequate provision and rational distribution of community sports facilities is a fundamental embodiment of social equity in the dimension of public health.	adequate, distribution, embodiment
在全民屏幕时间持续增长的时代，将体育活动视为必需医疗优先于可选娱乐的观念转变，已变得极其紧迫。	In an era of continuously growing universal screen time, the paradigm shift of viewing physical activity as a medical necessity rather than an optional leisure pursuit has become exceedingly urgent.	paradigm, necessity, exceedingly
体育的精神内涵——尊重对手、公平竞赛和胜不骄败不馁——是其不可让渡的教育和社会价值。	The spiritual essence of sport — respect for opponents, fair play, and grace in both victory and defeat — is its inalienable educational and social value.	essence, inalienable, grace
冬季运动受气候变化的威胁最大，不断缩水的雪季已经直接影响到滑雪产业和冬季奥运项目的选地。	Winter sports are most threatened by climate change, and the continually shrinking snow season has already directly affected the ski industry and the site selection for Winter Olympic events.	threatened, shrinking, site
赛场上，精英运动员的心理抗压能力往往是在巨大的个人牺牲和近乎残酷的训练中逐渐淬炼出来的。	On the field, the psychological resilience of elite athletes is often gradually forged through enormous personal sacrifice and near-brutal training.	resilience, forged, sacrifice
团队运动中，队长不仅要技术出众，更需要在逆境中稳定军心，点燃队友的斗志。	In team sports, a captain needs not only outstanding technical skills but also the ability to steady the troops in adversity and ignite the fighting spirit of teammates.	outstanding, steady, ignite
神经科学的研究表明，高水平运动员的大脑在长期训练下，对空间和运动信息的处理方式发生了结构性的改变。	Neuroscientific research indicates that the brains of high-level athletes undergo structural changes in the way they process spatial and motor information as a result of long-term training.	undergo, spatial, motor
体育作为课堂外的非正式教育载体，所教予孩子的挫折容忍力和合作技能并不亚于任何考试学科的权重。	As an informal educational vehicle outside the classroom, sports teach children frustration tolerance and cooperation skills that are no less important than any academic exam subject.	vehicle, frustration, academic
马拉松爱好者在撞墙期体验到的极度疲惫和此后坚持下来的满足感，构成了一种近似涅槃的心理历程。	The extreme exhaustion experienced by marathon enthusiasts at the hitting-the-wall stage and the subsequent satisfaction of persevering through it constitute a psychological journey that approximates a kind of nirvana.	persevering, constitute, nirvana
体彩犯罪集团通过利诱、威胁等手段操控低级别赛事的球员和裁判，其网络的隐蔽性和跨国性给调查带来了极大的难度。	Sports betting crime syndicates manipulate players and referees in lower-level events through inducements and threats, and the covert and transnational nature of their networks poses tremendous difficulty for investigations.	syndicates, inducements, covert
残疾人运动中的科技辅助设备始终在公平性和包容性之间的边界上游走，技术过度可能会取代人的因素。	Technological assistive devices in disability sports are constantly treading the boundary between fairness and inclusivity, as excessive technology may override the human factor.	treading, inclusivity, override
运动猝死虽然罕见，但每次发生的悲剧都在提醒公众对心脏基础疾病筛查和急救设备布局的极度重要性。	Sudden death in sports, though rare, is a tragedy whose every occurrence reminds the public of the extreme importance of screening for underlying heart conditions and the deployment of first-aid equipment.	Sudden, screening, deployment
体育赛事转播权的天价攀升是职业体育商业奇迹的最直观标尺，转播费的分成决定了各联赛的贫富和吸引力。	The astronomical rise in sports broadcasting rights is the most intuitive barometer of the commercial miracle of professional sports, and the distribution of broadcasting revenues determines the wealth disparity and attractiveness of different leagues.	astronomical, barometer, disparity
跆拳道馆和武术学校在异国的普及已经不再仅仅是训练格斗技能，更是传播其所关联的礼仪、哲学和东方文化认同的重要窗口。	The proliferation of taekwondo dojos and martial arts schools abroad is no longer just about training in combat skills but is also an important window for spreading the associated etiquette, philosophy, and Eastern cultural identity.	proliferation, etiquette, philosophy
在现代社会，高强度间歇训练之所以风靡全球，是因为它能在极短的时间内产生与长时间有氧相近的代谢益处。	High-intensity interval training has swept the globe in modern society because it can produce metabolic benefits similar to those of long-duration cardio in a very short time.	swept, metabolic, benefits
在体育全球化的视野下，一名非洲长跑选手可以在北美接受训练并代表其归化国参赛，这令运动员的国籍归属和运动精神带上更多重解读。	From the perspective of sports globalisation, an African long-distance runner can train in North America and compete for his adopted country, making the nationality and sporting spirit of athletes open to multiple interpretations.	adopted, nationality, multiple
