# 中文意思	英文完整句子	填空词，最多3个
社交媒体在放大少数群体的声音和动员政治运动中发挥了关键作用，但同时也被批评为制造两极分化。	Social media has played a pivotal role in amplifying minority voices and mobilising political movements, yet it has also been criticised for fostering polarisation.	pivotal, amplifying, mobilising
福利制度的目标是为所有公民在失业、疾病和年迈时提供安全网，但医疗和养老金成本的攀升引发了关于其可持续性的激烈讨论。	The aim of a welfare system is to provide a safety net for all citizens in times of unemployment, sickness, and old age, but the escalating cost of healthcare and pensions has ignited fierce debate about its sustainability.	welfare, escalating, sustainability
代际之间的价值观差异在快速变迁的社会中表现得尤为明显，常导致家庭内部摩擦。	Value differences between generations are particularly pronounced in rapidly changing societies, often leading to friction within families.	Value, pronounced, friction
青年失业问题对社会的健康发展和个人的自尊自信都构成重大威胁，必须引起高度重视。	Youth unemployment poses a major threat to both the healthy development of society and the self-esteem and confidence of individuals, demanding urgent attention.	Youth, threat, confidence
志愿者在灾难救援中做出了不可磨灭的贡献，他们的无私奉献常常令人动容。	Volunteers have made an indelible contribution to disaster relief, and their selfless dedication often moves people deeply.	indelible, selfless, dedication
社交媒体既拉近了人与人之间的距离，也为网络欺凌和匿名暴力创造了空间。	Social media has simultaneously brought people closer together and created spaces for cyberbullying and anonymous abuse.	simultaneously, cyberbullying, anonymous
难民危机是当今国际社会最复杂的挑战之一，涉及人道主义、政治和经济的多重维度。	The refugee crisis is one of the most complex challenges facing the international community today, involving multiple dimensions of humanitarian, political, and economic concern.	crisis, humanitarian, dimensions
全民教育是联合国可持续发展目标之一，旨在确保所有儿童接受包容和公平的优质教育。	Universal education is one of the United Nations Sustainable Development Goals, aiming to ensure inclusive and equitable quality education for all children.	Universal, inclusive, equitable
文化传承对于维护一个民族的身份认同至关重要，语言、习俗和传统技艺都是其重要载体。	Cultural heritage is vital for preserving a nation's identity, with language, customs, and traditional crafts serving as important carriers.	heritage, identity, carriers
包容性经济增长强调经济增长的成果应该惠及社会各个阶层，而不仅仅是少数特权精英。	Inclusive economic growth stresses that the fruits of growth should benefit all segments of society, not just a privileged minority of elites.	Inclusive, benefit, privileged
社交网络在重大灾害发生后迅速动员救援力量方面展现出了非凡的效率。	Social networks have demonstrated remarkable efficiency in rapidly mobilising relief efforts in the aftermath of major disasters.	demonstrated, mobilising, aftermath
多元社会面临的挑战之一是如何在尊重差异的同时维持社会共识和团结。	A challenge facing pluralistic societies is how to maintain social consensus and solidarity while respecting differences.	pluralistic, consensus, solidarity
人口出生率的持续下降在发达国家引发了关于未来劳动力供给和经济增长潜力的普遍担忧。	The persistent decline in birth rates has sparked widespread concern in developed countries about future labour supply and economic growth potential.	persistent, decline, potential
历史上的技术进步一再证明，自动化会取代某些工作，但同时也会创造全新的职业类别。	The history of technological progress has repeatedly shown that automation replaces certain jobs while simultaneously creating entirely new categories of occupations.	repeatedly, simultaneously, categories
农业社会向工业社会再向信息社会的转型，深刻改变了人类的居住方式、生产方式和治理模式。	The transition from agrarian to industrial and then to information societies has profoundly transformed human settlement patterns, modes of production, and forms of governance.	transition, agrarian, governance
公共卫生体系的强弱在流行病暴发时会受到最直接的检验，弱势群体往往是最脆弱的。	The strength of a public health system is most directly tested during an epidemic outbreak, and vulnerable groups are invariably the most susceptible.	tested, susceptible
民间组织在参与社会治理、维护公民权利和提供公共服务方面发挥着日益重要的作用。	Non-governmental organisations are playing an increasingly important role in participating in social governance, safeguarding civil rights, and providing public services.	Non-governmental, participating, safeguarding
包容残障人士的无障碍环境建设是一个文明社会应有的基本良知和责任担当。	Building an accessible environment that includes people with disabilities is a fundamental sign of conscience and responsibility in any civilised society.	accessible, conscience, civilised
人口普查为社会政策制定和公共资源分配提供了关键的数据基础，必须确保其准确性。	A population census provides a crucial data basis for social policy formulation and the allocation of public resources, and its accuracy must be ensured.	census, formulation, allocation
社交资本是指个体或群体在网络关系中所蕴藏的资源、信任和互惠规范。	Social capital refers to the resources, trust, and norms of reciprocity embedded within the networks of relationships among individuals and groups.	capital, embedded, reciprocity
历史上的社会运动表明，持续的非暴力抗议和公民抗命能有效地推动制度和政策的深刻变革。	Historical social movements show that sustained non-violent protest and civil disobedience can effectively drive profound changes in institutions and policies.	sustained, disobedience, institutions
城乡差距在一定程度上可以通过国家层面的财政转移支付和精准的扶贫政策来加以缩小。	The urban-rural gap can be narrowed to some extent through fiscal transfers at the national level and targeted poverty-alleviation policies.	fiscal, transfers, poverty-alleviation
基层社区自治是中国政治结构中不可或缺的一部分，承担着社会服务传递的重要功能。	Grassroots community self-governance is an integral part of the political structure, undertaking the important function of delivering social services.	Grassroots, integral, undertaking
在多元文化背景下，促进不同族群之间的相互理解和尊重是实现长久社会和谐的前提条件。	In a multicultural context, promoting mutual understanding and respect among different ethnic groups is a prerequisite for achieving long-term social harmony.	mutual, prerequisite, harmony
青少年参与社会实践和志愿服务，不仅能增强其社会责任感，也为未来的公民参与打下了基础。	The participation of adolescents in social practice and volunteer services not only enhances their sense of social responsibility but also lays the groundwork for future civic engagement.	adolescents, enhances, civic
儿童贫困的后果不仅影响其当下的生活质量，还对其认知发展、健康状态和未来的收入潜力产生终身影响。	The consequences of childhood poverty not only affect current quality of life but also have lifelong impacts on cognitive development, health status, and future earning potential.	consequences, lifelong, earning
性别刻板印象从小通过家庭、学校、媒体等多种渠道渗透进儿童的认知，限制了个人潜能的自由发展。	Gender stereotypes are instilled into children from an early age through multiple channels such as family, school, and media, restricting the free development of individual potential.	stereotypes, instilled, restricting
人口迁移的主要驱动因素包括经济发展的地域差异、政治不稳定和环境的恶化。	The primary drivers of human migration include regional disparities in economic development, political instability, and environmental degradation.	primary, disparities, instability
在快速老龄化的社会中，需要重新思考退休和护理的传统模式，以确养老有尊严、幼有所长。	In rapidly ageing societies, traditional models of retirement and caregiving need rethinking to ensure dignity in old age and adequate support for the young.	dignity, adequate
