# 中文意思	英文完整句子	填空词，最多3个
经济特区通过在特定区域提供优惠的税收和监管政策，成功吸引了外资产并促进了技术外溢。	Special economic zones have successfully attracted foreign investment and promoted technological spillover by offering preferential tax and regulatory policies in designated areas.	zones, preferential, spillover
去工业化在发达国家引发了严重的社会和经济问题，一些昔日的工业重镇陷入了长期的城市衰败和失业困境。	Deindustrialisation has caused severe social and economic problems in developed countries, with some former industrial powerhouses sinking into long-term urban decay and unemployment.	Deindustrialisation, powerhouses, decay
共享经济的兴起模糊了消费者和生产者之间的界限，但零工经济的劳动保障和福利问题也引发了广泛关切。	The rise of the sharing economy has blurred the line between consumers and producers, but the gig economy's labour protections and welfare issues have also raised widespread concern.	blurred, gig, welfare
经济周期理论认为，经济活动的扩张和收缩是一种内在的动态，完全的平稳增长不可能实现。	Business cycle theory posits that the expansion and contraction of economic activity are intrinsic dynamics, making perfectly smooth growth unattainable.	posits, intrinsic, unattainable
过度依赖单一商品出口的国家容易受到全球价格波动的冲击，这种现象被称为资源诅咒。	Nations that are overly dependent on a single commodity export are vulnerable to global price fluctuations, a phenomenon known as the resource curse.	overly, vulnerable, phenomenon
有形的手和无形的手共同调控着市场经济的运行，政府和市场机制之间的平衡是现代经济治理的核心命题。	The visible hand and the invisible hand jointly regulate the operation of a market economy, and the balance between government and market mechanisms is the core proposition of modern economic governance.	visible, invisible, proposition
经济学中的机会成本概念提醒决策者，每一种选择都意味着放弃了其他备选方案中可能的最大收益。	The concept of opportunity cost in economics reminds decision-makers that every choice entails forgoing the greatest potential benefit among the alternative options.	concept, entails, alternative
投资回报率的计算不仅要考虑金钱的投入和产出，还应将环境和社会影响纳入总体的成本收益分析中。	Calculating the return on investment should not only take into account financial inputs and outputs but also incorporate environmental and social impacts into the overall cost-benefit analysis.	calculating, incorporate, analysis
自动化正在从根本上改变生产函数中资本与劳动的替代弹性，促使我们重新思考增长模式和就业政策。	Automation is fundamentally altering the substitution elasticity between capital and labour in the production function, prompting a rethinking of growth models and employment policies.	fundamentally, substitution, prompting
无形资产如品牌价值和专利技术在现代公司估值中所占的比例越来越大，但对其的准确计量仍具挑战性。	Intangible assets such as brand value and patented technologies account for an increasingly large proportion of modern corporate valuations, yet their accurate measurement remains challenging.	Intangible, proportion, challenging
经济制裁虽然目标在于改变一国的特定行为，但其成本往往不成比例地落在普通民众身上。	Though economic sanctions aim to alter the specific behaviour of a nation, their costs often fall disproportionately upon the ordinary civilian population.	sanctions, alter, disproportionately
外包和离岸生产在过去数十年间重塑了全球制造业的分布，使许多发达国家的工人面临工资下行的压力。	Outsourcing and offshoring have reshaped the global distribution of manufacturing over recent decades, subjecting many workers in developed countries to downward wage pressure.	Outsourcing, offshoring, downward
