# 中文意思	英文完整句子	填空词，最多3个
啄木鸟以每秒多达二十次的速度用喙敲击树干，其头骨结构能有效吸收冲击力。	Woodpeckers strike tree trunks with their beaks up to twenty times per second, and their skull structure effectively absorbs the impact.	strike, absorbs, impact
萤火虫通过生物发光来吸引配偶，这种化学反应产生冷光，几乎不浪费能量。	Fireflies use bioluminescence to attract mates, a chemical reaction that produces cold light with almost no wasted energy.	bioluminescence, chemical, wasted
北极熊拥有厚厚的脂肪层和中空的毛发，使其能够在零下数十度的环境中维持体温。	Polar bears possess a thick layer of blubber and hollow fur that enable them to maintain body temperature in sub-zero environments.	blubber, hollow, maintain
牛群的消化系统通过微生物发酵将纤维素转化为可吸收的营养物质。	The digestive system of cattle relies on microbial fermentation to convert cellulose into absorbable nutrients.	digestive, fermentation, convert
变色龙拥有可以独立旋转的眼睛，能够同时观察两个不同方向的猎物或威胁。	Chameleons possess independently rotating eyes that allow them to simultaneously observe prey or threats in two different directions.	rotating, simultaneously, directions
蜻蜓是飞行能力最强的昆虫之一，可以朝任何方向飞行，甚至在空中悬停。	Dragonflies are among the most agile flying insects, capable of flying in any direction and even hovering in mid-air.	agile, hovering
在食物链中，顶级掠食者通过控制食草动物数量来维持整个生态系统的平衡。	In the food chain, apex predators help maintain the balance of entire ecosystems by controlling the populations of herbivores.	predators, maintain, populations
马的进化历程是化石记录中最完整的例子之一，展示了一种小型森林动物如何转变成大型草原奔跑者。	The evolution of the horse is one of the most complete examples in the fossil record, showing how a small forest creature transformed into a large plains runner.	evolution, fossil, transformed
鸭嘴兽是自然界最奇特的生物之一，这种产卵哺乳动物兼有鸟类和爬行动物的特征。	The platypus is one of nature's most peculiar creatures, an egg-laying mammal that combines characteristics of birds and reptiles.	peculiar, egg-laying, combines
龙虾通过蜕壳来生长，在旧壳脱落、新壳硬化之前，它们的身体会迅速膨胀。	Lobsters grow by moulting their shells, rapidly expanding their bodies before the new shell hardens.	moulting, expanding, hardens
许多鱼类以鱼群的形式游动，这种集体行为通过迷惑捕食者和提高觅食效率来增加生存几率。	Many fish swim in shoals, a collective behaviour that increases survival odds by confusing predators and improving foraging efficiency.	shoals, collective, foraging
薮猫拥有不成比例的大耳朵，能够探测到藏在地下的啮齿类动物发出的最微弱的声响。	The serval has disproportionately large ears that can detect the faintest sounds made by rodents hiding beneath the ground.	disproportionately, faintest, rodents
鳄鱼是现存最近的恐龙近亲之一，它们的基本身体结构在过去两亿年间几乎没有变化。	Crocodiles are among the closest living relatives of dinosaurs, and their basic body plan has remained almost unchanged for over two hundred million years.	relatives, remained, unchanged
信鸽利用地球磁场来导航，这种磁感知能力使其能够在数百公里外找到回家的路。	Homing pigeons use the Earth's magnetic field to navigate, a magnetoreception ability that enables them to find their way home from hundreds of kilometres away.	magnetic, magnetoreception, enables
犀牛角并非由骨骼组成，而是由压缩的角蛋白纤维构成，与人类指甲的成分相同。	A rhinoceros horn is not made of bone but of compacted keratin fibres, the same substance that forms human fingernails.	compacted, keratin, substance
青蛙的皮肤可以吸收水分和氧气，这意味着它们不需要通过嘴来喝水。	A frog's skin can absorb both water and oxygen, which means they do not need to drink through their mouths.	absorb, oxygen
在澳大利亚的荒野中，野狗作为顶级掠食者控制着袋鼠和野兔的数量。	In the Australian outback, dingoes serve as apex predators that keep the populations of kangaroos and feral rabbits in check.	outback, feral
实验证明乌鸦能使用工具甚至制造工具，展现了以前被认为只有灵长类动物才具备的智力。	Experiments have shown that crows can use and even manufacture tools, demonstrating intelligence previously thought to be exclusive to primates.	manufacture, demonstrating, exclusive
海马是由雄性而非雌性孕育后代的，雄海马将卵孵化在腹部的育儿袋中直至幼体出生。	Seahorses are gestated by males rather than females, with the father incubating the eggs in a brood pouch on his abdomen until the offspring are born.	gestated, incubating, offspring
野生老虎的领地范围可达一百平方公里，它们通过抓痕和气味标记来宣告自己的领域。	Wild tigers maintain territories that can span up to one hundred square kilometres, marking their domain with scratches and scent markings.	span, domain, scent
生物的拟态现象是指物种进化出模仿其他物种的外观以获取生存优势，例如无毒的蛇模仿有毒蛇的花纹。	Mimicry in biology refers to a species evolving to imitate the appearance of another to gain a survival advantage, such as harmless snakes mimicking the patterns of venomous ones.	Mimicry, imitate, venomous
白蚁丘的内部结构精巧复杂，利用自然热对流效应被动地维持巢穴内部恒定的温度和湿度。	Termite mounds have an intricate internal structure that utilises natural heat convection to passively maintain a constant temperature and humidity within the nest.	intricate, utilises, convection
抹香鲸是潜水最深、时间最长的海洋哺乳动物之一，能在水下屏息超过两小时。	The sperm whale is one of the deepest and longest-diving marine mammals, capable of holding its breath underwater for over two hours.	mammals, breath
红蟹的年度迁徙会在圣诞岛上形成令人惊叹的红色地毯，数百万只螃蟹从森林涌向海岸以繁殖后代。	The annual migration of red crabs creates a stunning crimson carpet across Christmas Island as millions of crabs surge from the forest to the coast to breed.	stunning, crimson, surge
