# 中文意思	英文完整句子	填空词，最多3个
花岗岩峰林在薄雾中若隐若现，宛若中国水墨画的场景。	The granite peaks loomed through the mist, resembling a scene from a traditional Chinese ink painting.	loomed, resembling, scene
红树林在保护海岸线免受侵蚀方面发挥着重要作用，并为其根系间的鱼类提供了栖息地。	Mangrove forests play an important role in protecting coastlines from erosion and providing nurseries for fish among their roots.	Mangrove, erosion, nurseries
间歇泉每隔一段时间就会喷发出沸腾的水柱和蒸汽，吸引了许多游客。	The geyser erupts at regular intervals, shooting a column of boiling water and steam high into the air and attracting numerous visitors.	geyser, intervals, column
高海拔地区的空气含氧量较低，使初来者很容易感到头晕和疲劳。	The atmosphere at high altitudes contains less oxygen, making newcomers prone to dizziness and fatigue.	altitudes, oxygen, prone
波涛汹涌的海面使小船剧烈摇晃，乘客们都紧紧抓住了栏杆。	The rough sea tossed the small boat violently, forcing the passengers to grip the railings tightly.	rough, tossed, grip
在这片温带雨林中，树干上覆盖着一层厚厚的苔藓和地衣。	In this temperate rainforest, the tree trunks are covered with a thick layer of moss and lichen.	temperate, moss, lichen
流星雨在夜空中划出短暂而明亮的痕迹，许愿的人纷纷抬头仰望。	The meteor shower streaked across the night sky in brief, brilliant trails, drawing gazes from hopeful stargazers.	meteor, brief, brilliant
在干旱季节，这条河的水位会大幅下降，露出原本被淹没的岩石。	During the dry season, the water level of the river drops significantly, exposing rocks that were previously submerged.	significantly, exposing, submerged
这些由地壳运动形成的褶皱山脉见证了地球表层的剧烈变迁。	These folded mountains, formed by tectonic movement, bear witness to the dramatic reshaping of the Earth's crust.	folded, tectonic, witness
盐湖在干涸后留下一层纯白色的盐壳，在阳光下异常刺眼。	The salt lake left behind a pure white crust of salt after evaporating, appearing dazzlingly bright under the sunlight.	crust, evaporating, dazzlingly
稀树草原上散落分布着金合欢树，大型食草动物在广阔的草地上漫步。	The savannah is dotted with acacia trees, with large herbivores roaming across the expansive grasslands.	savannah, acacia, roaming
海峡最窄处仅有一公里宽，却是连接两大洋的重要海上通道。	The strait is only a kilometre wide at its narrowest point, yet it serves as a vital maritime passage linking two oceans.	strait, vital, maritime
温泉中的矿物质据说具有治疗功效，吸引了许多寻求放松和疗养的人。	The minerals in the hot spring are said to have therapeutic properties, attracting many people seeking relaxation and healing.	minerals, therapeutic, relaxation
这片沼泽地是候鸟迁徙途中的重要停歇点，每年有数百万只鸟在此停留。	This marshland serves as a crucial stopover for migratory birds, with millions of birds pausing here each year.	marshland, stopover, migratory
岛屿周围的浅滩在退潮时露出水面，形成了一条通往小岛的临时沙路。	The shallows around the island emerge at low tide, forming a temporary sand path leading to the islet.	shallows, emerge, temporary
在喜马拉雅山脉，登山者面临着急剧下降的气温、低氧和不可预测的雪崩风险。	In the Himalayas, mountaineers face plummeting temperatures, low oxygen, and the unpredictable risk of avalanches.	plummeting, unpredictable, avalanches
溶洞内部有着令人叹为观止的钟乳石和石笋，由数千年的水滴沉积形成。	Inside the cave, breathtaking stalactites and stalagmites have been formed by the slow deposition of minerals over thousands of years.	breathtaking, stalactites, deposition
这片原始森林至今未被人类活动打扰，保留着最纯粹的自然状态。	This pristine forest has remained untouched by human activity, preserving nature in its most unspoiled state.	pristine, untouched, unspoiled
三角洲地区的肥沃土壤由上游携带的沉积物堆积而成，是理想的农耕区。	The fertile soil in the delta is formed by the accumulation of sediment carried downstream, making it ideal for farming.	delta, accumulation, sediment
苔原上短暂的夏季会融化表层的冻土，绽放出大片五颜六色的野花。	The brief summer on the tundra thaws the surface layer of permafrost, allowing vast carpets of colourful wildflowers to bloom.	tundra, thaws, bloom
