# 中文意思	英文完整句子	填空词，最多3个
传媒的全球化使得一个地方性事件可以在数小时内引发全球性的关注和讨论。	The globalisation of media enables a local event to trigger global attention and discussion within a matter of hours.	global, trigger, discussion
媒体偏见可能以隐蔽的方式表现在选题的角度、措辞的倾向和被忽略的声音上。	Media bias can manifest in subtle ways through the angle of story selection, the slant of wording, and the voices that are omitted from coverage.	bias, manifest, omitted
在危机时期，及时透明和准确的媒体沟通有助于稳定公众情绪和维护政府公信力。	In times of crisis, timely, transparent, and accurate media communication helps to stabilise public sentiment and uphold the credibility of the government.	transparent, stabilise, credibility
网络暴力已发展成一个严峻的社会问题，匿名性使得一些人在网上发表他们在现实生活中不会说出的攻击性言论。	Cyberbullying has developed into a severe social problem, with anonymity enabling some people to post aggressive remarks online that they would never utter in real life.	Cyberbullying, anonymity, utter
知识付费为优质内容创作者提供了收入来源，但也可能将高质量的资讯变成只有付费才能获取的奢侈品。	Knowledge payment platforms provide a source of income for quality content creators but may also turn high-quality information into a luxury accessible only to those who can afford to pay.	platforms, income, accessible
短视频平台通过精准的算法抓住了用户的注意力，但也因成瘾性和注意力时间缩短而备受批评。	Short-video platforms have captured user attention through precise algorithms but have also drawn criticism for their addictive nature and the shortening of attention spans.	precise, addictive, spans
出版社在数字化浪潮中被迫转型，电子书和有声书的流行正在重新定义图书的边界和阅读的体验。	Publishing houses are being forced to transform amid the digital tide, with the popularity of e-books and audiobooks redefining the boundaries of books and the experience of reading.	transform, tide, redefining
脱口秀节目通过幽默和讽刺来讨论社会热点问题，在娱乐和时政评论之间找到了独特的平衡。	Talk shows use humour and satire to discuss hot social issues, finding a unique balance between entertainment and political commentary.	satire, unique, commentary
政府利用官方媒体发布政策信息并塑造国家形象，但宣传如果过度则可能在国内外产生反效果。	Governments use official media to disseminate policy information and shape a national image, but excessive propaganda can backfire both domestically and internationally.	disseminate, excessive, backfire
社交媒体在政治动员中展现了强大的力量，但也被指责为虚假信息和极端主义的温床。	Social media has demonstrated formidable power in political mobilisation, yet it has also been accused of being a breeding ground for disinformation and extremism.	formidable, mobilisation, breeding
在竞争激烈的传媒市场中，哗众取宠的报道有时会优于全面深入的新闻分析。	In the fiercely competitive media market, sensationalist reporting sometimes prevails over comprehensive and in-depth news analysis.	sensationalist, prevails, comprehensive
纪录片通过真实影像和严谨的叙事，在娱乐和公共教育功能之间达到了令人信服的融合。	Documentaries achieve a compelling fusion of entertainment and public education through authentic footage and rigorous narrative.	Documentaries, compelling, rigorous
许多国家已经建立了公共广播服务体系，旨在提供独立于商业利益的高质量新闻和文化节目。	Many countries have established a public broadcasting system aimed at providing high-quality news and cultural programmes that are independent of commercial interests.	established, independent, commercial
媒体融合将文本、视频、音频和互动功能整合在一个平台上，提供了沉浸式的全新信息消费体验。	Media convergence integrates text, video, audio, and interactive features on a single platform, offering an immersive new experience of information consumption.	convergence, integrates, immersive
在信息泛滥的时代，事实核查已从一个辅助环节变成了专业新闻不可或缺的关键步骤。	In an era of information overload, fact-checking has transformed from a supplementary step into an indispensable and critical part of professional journalism.	overload, supplementary, indispensable
电子游戏作为一种新兴的媒介形式，其叙事深度和互动性已经使其成为最具影响力的故事讲述工具之一。	As an emerging media form, video games have become one of the most influential storytelling tools thanks to their narrative depth and interactivity.	emerging, narrative, interactivity
公共关系行业在塑造企业形象和管理危机方面发挥重要作用，但其背后的操纵手法也常被质疑。	The public relations industry plays an important role in shaping corporate image and managing crises, but the manipulative tactics behind it are also frequently called into question.	shaping, crises, manipulative
媒体的所有权集中化是许多民主社会关注的问题，因为少数商业巨头控制了大量新闻和信息来源。	The concentration of media ownership is a concern in many democratic societies, as a small number of commercial giants control a large proportion of news and information sources.	concentration, giants, proportion
数字时代的内容创作者需要在原创性、点击率和商业变现之间找到可持续的平衡点。	Content creators in the digital age need to find a sustainable balance between originality, click-through rates, and commercial monetisation.	originality, sustainable, monetisation
新闻摄影通过定格的瞬间影像传递出文字无法企及的情感冲击力和历史见证力。	Photojournalism conveys an emotional impact and historical testimony through frozen moments that words alone cannot achieve.	conveys, frozen, testimony
讽刺性新闻节目在娱乐的外壳下包装了锐利的社会批判，对于培养公众批判思维有着独特的贡献。	Satirical news programmes wrap sharp social criticism in a shell of entertainment, making a unique contribution to cultivating critical thinking among the public.	Satirical, wrap, cultivating
许多媒体依赖广告作为主要收入来源，这种商业模式有时会导致媒体在涉及广告商利益时难以保持公正。	Many media outlets rely on advertising as their primary source of revenue, a business model that sometimes makes it difficult for them to remain impartial when the interests of advertisers are involved.	rely, revenue, impartial
疫情的报道显示了科学新闻的重要性，也暴露了当媒体误解或扭曲科学研究时可能造成的混乱。	The coverage of the pandemic demonstrated the importance of science journalism but also exposed the confusion that can arise when the media misinterprets or distorts scientific research.	importance, exposed, misinterprets
许多独立博客和小型媒体在填补主流媒体忽视的议题上扮演了极其重要的角色。	Many independent blogs and small-scale media outlets play an extremely important role in covering issues that mainstream media have overlooked.	independent, covering, overlooked
自媒体的兴起让每个人都有可能成为信息发布者，但非专业人士缺乏新闻伦理约束成为亟待解决的问题。	The rise of self-media has made it possible for everyone to be an information publisher, but the lack of journalistic ethical constraints among non-professionals has become an urgent problem.	self-media, ethical, urgent
全球通讯社如路透社和美联社在世界各地的记者网络确保了重大国际新闻的快速和广泛传播。	Global news agencies such as Reuters and the Associated Press ensure the rapid and extensive dissemination of major international news through their networks of journalists around the world.	agencies, extensive, networks
长篇调查报道的成本高昂且回报不确定，因此在许多商业媒体机构中已让位于更快更便宜的内容生产模式。	Long-form investigative reporting is costly and has uncertain returns, so it has given way to faster and cheaper content production models in many commercial media organisations.	investigative, uncertain, has given way
媒体在报道暴力事件时需要在公众知情权和避免引发模仿效应之间取得谨慎的平衡。	When reporting on violent incidents, the media needs to strike a careful balance between the public's right to know and the need to avoid triggering copycat effects.	strike, balance, copycat
公共广播服务在一个信息充斥真假难辨的时代，犹如定海神针，提供经过严谨核实和深度分析的新闻。	Public broadcasting service in an era flooded with information that is hard to distinguish as true or false acts like a stabilising anchor, providing news that has undergone rigorous verification and in-depth analysis.	flooded, anchor, undergone
标题党用耸人听闻的标题吸引点击，却交付不了与之匹配的内容质量，长期看会严重侵蚀媒体的公信力。	Clickbait uses sensational headlines to attract clicks but fails to deliver content of matching quality, which in the long run will severely erode the credibility of the media.	Clickbait, sensational, erode
算法为每个用户量身定制的内容推送虽然增加了用户黏性，但也使不同观点的人群之间越来越难以对话。	Algorithmically tailored content feeds, while increasing user stickiness, also make it increasingly difficult for people of different viewpoints to hold a dialogue with each other.	tailored, stickiness, dialogue
在社交媒体上，图片经过滤镜和修剪后展现的理想化生活方式，加剧了普通用户的比较焦虑和自卑感。	On social media, the idealised lifestyles presented through filtered and edited images exacerbate the comparison anxiety and sense of inferiority among ordinary users.	filtered, exacerbate, inferiority
播客的复兴标志着音频媒体的第二次黄金时代，其深度陪伴感和低视觉负荷完美契合了现代人的通勤与家务场景。	The revival of the podcast marks the second golden age of audio media, with its deep sense of companionship and low visual load perfectly suiting the commuting and housework scenarios of modern life.	revival, companionship, suiting
有节制地使用社交媒体和定期进行数字排毒，正在成为维护心理健康的一项必要自律。	Moderate use of social media and regular digital detox are becoming a necessary self-discipline for maintaining mental well-being.	Moderate, detox, self-discipline
信息战的战场已经延伸到了每一个手机屏幕，通过伪造的账号和自动化机器人散布分裂和不信任已成为新型的战争手段。	The battlefield of information warfare has extended to every mobile screen, and the spreading of division and distrust through fake accounts and automated bots has become a new form of weapon.	warfare, automated, weapon
舆论领袖在社交平台上的一句评论可能比传统媒体的长篇社论产生更大的社会传播和政治影响。	A single comment by an opinion leader on social platforms can generate greater social dissemination and political impact than a lengthy editorial in traditional media.	opinion, dissemination, editorial
新闻自由和负责报道之间的界限常常在审判式的舆论狂欢中变得模糊不清。	The boundary between press freedom and responsible reporting often becomes blurred in the trial-like carnival of public opinion.	boundary, carnival
媒体所选择报道与否和报道深度的不同，构成了所谓的议题设定功能，深刻地影响着公众对何为重要问题的认知。	The media's choices of what to report and the depth of that coverage constitute the so-called agenda-setting function, profoundly influencing the public's perception of what constitutes an important issue.	constitute, agenda-setting, profoundly
非营利新闻机构的崛起是在商业媒体衰落的背景下对调查报道和公共服务新闻的一种重要补充。	The rise of non-profit news organisations is an important supplement to investigative reporting and public-service journalism against the backdrop of the decline of commercial media.	supplement, investigative, backdrop
新闻摄影作品的一个定格瞬间有时比千言万语更有力量，能够直击心灵深处。	A frozen moment in photojournalism can sometimes be more powerful than a thousand words, striking directly at the depths of the soul.	frozen, photojournalism, soul
在报道弱势群体的议题上，媒体的框架的选择至关重要，它是简单呈现怜悯还是赋予尊严将产生截然不同的社会效果。	In reporting on the issues of vulnerable groups, the media's choice of frame is critically important, and whether it simply presents pity or grants dignity will produce markedly different social effects.	frame, pity, grants
