# 中文意思	英文完整句子	填空词，最多3个
在人生最后一段旅程中，安宁疗护的目标是让患者在家人和专业人员守护下有尊严无痛苦地离去。	In the final journey of life, the goal of palliative care is to allow the patient to depart with dignity and without pain, accompanied by family members and professionals.	palliative, dignity, accompanied
亲子阅读不仅有助于儿童的语言发展，更在幼儿和父母之间搭建了一座温馨的心灵交流之桥。	Parent-child reading not only contributes to the child's language development but also builds a warm bridge for spiritual communication between the toddler and the parents.	contributes, spiritual, toddler
通过继承传递的不仅是家庭的物质财产，也包含着处世哲学、价值取向和未言明的家族历史。	What is transmitted through inheritance is not only the material property of a family but also its philosophy of life, value orientations, and the unspoken history of the clan.	inheritance, philosophy, clan
再婚夫妇融合家庭遗产时需要处理极为复杂的赡养和继承法律关系，这往往成了最敏感的冲突点。	Remarried couples face extremely complex legal relationships involving maintenance and inheritance when merging family estates, which often become the most sensitive point of conflict.	Remarried, maintenance, merging
在照顾失能老人的过程中，家庭照护者所承受的身心压力和孤立感是一个轻易不为人知的隐形负担。	In the process of caring for incapacitated elderly relatives, the physical and mental stress and the sense of isolation borne by family caregivers constitute an invisible burden that is seldom known to others.	incapacitated, isolation, invisible
生活美满的秘诀可能不在于财富的积累，而在于和谐的家庭关系和对日常美好瞬间的用心珍视。	The secret to a fulfilling life may lie not in the accumulation of wealth but in harmonious family relationships and the mindful cherishing of beautiful everyday moments.	fulfilling, accumulation, mindful
两性在家庭内部的角色正缓慢而坚定地从传统刻板印象向灵活互补的伙伴关系演变。	Gender roles within the family are slowly but steadily evolving from traditional stereotypes towards a flexible and complementary partnership.	slowly, stereotypes, complementary
父母对子女的期望作为一种无形的压力，既可能激发孩子的潜能，也可能在不经意间瓦解他们的自信。	Parental expectations, as an invisible pressure, can both stimulate a child's potential and inadvertently undermine their self-confidence.	invisible, stimulate, inadvertently
数字媒介已广泛渗透家庭生活，在许多家庭中，家人共用空间的物理在场与各自的线上精神缺席形成了沉默的悖论。	Digital media have widely permeated family life, and in many households a silent paradox has formed in which family members are physically present in the shared space but mentally absent in their respective online worlds.	permeated, paradox, mentally
邻里关系在现代城市中变得前所未有的淡漠，在高密度公寓楼中比邻而居多年却互不相识并不鲜见。	Neighbourly relations have become unprecedentedly indifferent in modern cities, and it is not uncommon for people living next door in high-density apartment buildings to remain strangers to each other for years.	unprecedentedly, indifferent, uncommon
积极的家庭传统和定期的庆祝仪式有助于在家庭成员间创造坚固的归属感和连续的记忆锚点。	Positive family traditions and regular celebratory rituals help to create a robust sense of belonging and continuous memory anchors among family members.	rituals, robust, anchors
幸福的婚姻与其说是天生一对的相遇，不如说是两个不完美的人在不完美的道路上学习互相成全的艺术。	A happy marriage is less the meeting of two perfect souls than the art of two imperfect individuals learning to complete each other along an imperfect path.	souls, imperfect, complete
在家庭的屋檐下，经济支持是显性的重要支撑，但隐形的情感劳动和认知负担同样重如千钧。	Under the roof of a family, financial support is the visible and important pillar, yet the invisible emotional labour and cognitive load are equally weighty burdens.	pillar, cognitive, equally
赡养父母的法律义务在各国规定不同，但孝敬和关爱是人类普遍的道德本能和文化要求。	The legal obligation to support one's parents varies from country to country, but reverence and care are universal moral instincts and cultural imperatives of humanity.	obligation, reverence, instincts
现代生活的剧烈节奏和对个人成就的强调给亲密关系带来了前所未有的挑战，真正的深度共处成了一种需要刻意维护的珍贵状态。	The frantic pace of modern life and the emphasis on individual achievement have posed unprecedented challenges to intimate relationships, making true deep togetherness a precious state that requires deliberate maintenance.	frantic, deliberate
孤儿和留守儿童的心理关怀以及社会对其持续的融入支持，是衡量一个社会文明和良知的温度计。	The psychological care of orphans and left-behind children and the sustained social support for their integration are a thermometer for gauging the civilisation and conscience of a society.	orphans, sustained, thermometer
在数字时代，建立家庭数字规则——比如无关屏幕的就餐时间和无害晒娃的边界——已经成了新时代育儿的一门新课。	In the digital age, establishing family digital rules — such as screen-free meal times and boundaries around harmless sharing of children's images — has become a new course in modern parenting.	boundaries, harmless, modern
在家庭中，情感账户的存取理论表明，日常的微小善意和真诚的欣赏是维系长期亲密关系的必要资产。	In a family, the theory of deposits and withdrawals in the emotional bank account suggests that small daily acts of kindness and genuine appreciation are essential assets for sustaining long-term intimate relationships.	deposits, withdrawals, sustaining
二孩和三孩政策下，兄弟姐妹关系的培养成为新一代父母需要重新学习和重视的家庭课题。	Under the two-child and three-child policies, the cultivation of sibling relationships has become a family subject that a new generation of parents needs to relearn and value.	cultivation, sibling, relearn
隔代教育的尺度是年轻父母与祖辈之间经常发生的暗涌冲突，如何在这个问题上找到互相尊重的平衡点考验着整个家庭的智慧。	The scale of grandparental involvement in child-rearing is a frequent undercurrent of conflict between young parents and grandparents, and finding a mutually respectful balance on this issue tests the wisdom of the entire family.	undercurrent, involvement, tests
面对家族中有人出柜，父母和亲属的反应在很大程度上决定了青少年同性恋者的心理健康和人身安全。	When a family member comes out, the reactions of parents and relatives largely determine the mental health and personal safety of the LGBT adolescent.	comes out, largely, determine
家庭紧急预案的缺失常常在疾病和意外打击下将一个原本脆弱的家庭推向赤贫的深渊。	The absence of a family emergency plan often pushes an already vulnerable household into the abyss of absolute poverty when struck by illness or accident.	absence, abyss, poverty
成功老龄化的概念不只关注老人自身的身体能力，也强调其在家庭和社区中持续的参与感和价值感。	The concept of successful ageing focuses not only on the physical ability of the elderly themselves but also emphasises their sustained sense of participation and value within the family and community.	ageing, sustained, emphasises
家庭治疗理论将个人心理问题放在整个家庭的互动模式和代际系统之中来考察，而非孤立看待。	Family therapy theory examines individual psychological problems within the interaction patterns and intergenerational systems of the whole family rather than viewing them in isolation.	therapy, patterns, isolation
原生家庭的伤人模式经常会无意识地在新组建的家庭中被复制，打破这个代际循环需要深切的自我觉察和刻意练习。	The hurtful patterns of the family of origin are often unconsciously replicated in a newly formed family, and breaking this intergenerational cycle requires deep self-awareness and deliberate practice.	unconsciously, replicated, deliberate
在中国的城乡二元结构中，留守儿童与外出务工父母之间的情感断裂带来的是整个社会的长期隐形代价。	In China's urban-rural dual structure, the emotional rupture between left-behind children and their migrant-worker parents brings a long-term invisible cost to the entire society.	dual, rupture, invisible
随着线上办公的普及，家庭内的物理空间分配和隐私边界成了新的居家矛盾集中区。	With the popularisation of remote work, the allocation of physical space and privacy boundaries within the home have become a new concentration point of domestic conflicts.	allocation, privacy, concentration
托育资源的紧缺和不均是社会性的短缺，这直接打压了年轻夫妻的生育意愿和职业女性的晋升空间。	The shortage and uneven distribution of childcare resources is a societal deficit, directly suppressing the childbearing willingness of young couples and the promotion prospects of working women.	deficit, suppressing, prospects
遗赠和赡养义务的履行在现实中常常伴随着复杂的感情纠葛和金钱计较，将血缘关系置于严峻的考验之中。	The fulfillment of bequests and maintenance obligations is often accompanied in reality by complex emotional entanglements and monetary calculations, putting blood ties to a severe test.	bequests, entanglements, calculation
