# 中文意思	英文完整句子	填空词，最多3个
外包和离岸制造业让发达经济体的消费者享受到了物美价廉的商品，但生产国的工人可能承受着低工资和劣质工作环境。	Outsourcing and offshoring allow consumers in advanced economies to enjoy affordable goods, but workers in producer countries may endure low wages and poor working conditions.	Outsourcing, offshoring, endure
民族国家的决策自主性在经济全球化的洪流中受到多边协议、全球资本市场和评级机构的普遍约束。	The decision-making autonomy of nation-states is widely constrained by multilateral agreements, global capital markets, and rating agencies in the torrent of economic globalisation.	autonomy, constrained, torrent
在全球化的背景下，极端民族主义和排外主义在世界各地的政治话语中重新抬头。	Against the backdrop of globalisation, extreme nationalism and xenophobia have resurged in the political discourse of various parts of the world.	nationalism, xenophobia, discourse
信息技术的跨境电商平台使一个小作坊也可以将其产品直接卖给全球各地的消费者。	Cross-border e-commerce platforms of information technology enable even a small workshop to sell its products directly to consumers in every corner of the globe.	enable, workshop, globe
全球的经济重心正在以每世纪轮回的频率从西方重新向东方漂移。	The global economic centre of gravity is drifting back from the West to the East with the frequency of a cycle per century.	centre, gravity, drifting
国际合作在抗击气候变化方面的难处在于，温室气体减排的成本是由当代人和特定国家承担，而利益则是全球和跨代的。	The difficulty of international cooperation in combating climate change lies in the fact that the cost of greenhouse gas reduction is borne by contemporary generations and specific countries, while the benefits are global and intergenerational.	borne, contemporary, intergenerational
在全球化时代，一个地方性的饮食口味和审美标准可以借着媒体的力量迅速传遍全球。	In the era of globalisation, a local culinary taste or aesthetic standard can rapidly spread across the globe through the power of the media.	culinary, aesthetic, spread
国际学生流动性的持续增长为东道国的高校带来了大量的收入，同时也具有文化外交方面的战略价值。	The continuous growth of international student mobility brings substantial revenue to the universities of host countries while also holding strategic value in the realm of cultural diplomacy.	mobility, substantial, strategic
中国制造向中国创造转型的升级，是在全球化进入新的深度调整期后寻求价值链攀升的必然要求。	The upgrade from "Made in China" to "Created in China" is an inevitable requirement for seeking the ascent of the value chain after globalisation has entered a new period of profound readjustment.	inevitable, ascent, profound
全球金融市场的高度联动使得华尔街的一次轻微扰动可能在几个小时内演变为新兴市场的汇率和债务剧烈震荡。	The high degree of interlinkage in global financial markets means that a slight disturbance on Wall Street can escalate into severe volatility in the exchange rates and debt of emerging markets within a matter of hours.	interlinkage, escalate, volatility
全球治理的制度构建远滞后于全球问题的涌现速度，这一赤字是当前国际秩序脆弱性的根源之一。	The institutional construction of global governance lags far behind the speed at which global problems emerge, and this deficit is one of the roots of the fragility of the current international order.	institutional, deficit, fragility
发展中国家在全球分工体系中的不利地位体现在其出口集中于低附加值的初级产品，而进口的是高附加值的工业成品。	The unfavourable position of developing countries in the global division of labour is reflected in the concentration of their exports on low-value-added primary products while importing high-value-added manufactured goods.	unfavourable, division, primary
全球学术界的合作网络通过交换数据、共著论文和跨国联合办学，前所未有地推动着知识边界的拓展。	The collaborative networks of the global academic community are pushing the frontiers of knowledge forward at an unprecedented pace through data sharing, co-authored papers, and transnational joint degree programmes.	collaborative, frontiers, transnational
语言作为文化的核心载体，其全球版图的重新划分——英语的强势扩散和小众语言的消亡——是全球化深层影响的一个缩影。	The reconfiguration of the global linguistic map, with the aggressive diffusion of English and the extinction of minority languages, is a microcosm of the deep-reaching impacts of globalisation.	reconfiguration, diffusion, microcosm
全球生产碎片化导致了中间品贸易量急剧增长，传统的最终品原产国标签已很难真实反映产品的全球协同制造背景。	The fragmentation of global production has led to a dramatic increase in trade in intermediate goods, and the traditional country-of-origin label for final products can hardly truthfully reflect their global collaborative manufacturing background.	fragmentation, intermediate, truthfully
全球化的管理需要全球公共产品的供给，从多边贸易规则到全球健康基金，这些都需要国家让渡部分主权来集资。	The management of globalisation requires the provision of global public goods, from multilateral trade rules to global health funds, all of which require nations to pool resources by ceding a portion of their sovereignty.	provision, pool, ceding
在国际分工中占据技术和品牌两端的国家攫取了产品价值链中的绝大部分利润。	Nations that occupy both the technological and branding ends of the international division of labour capture the vast majority of the profits in the product value chain.	occupy, capture, vast
互联网以其无远弗届的渗透能力成为了全球化信息时代的基础设施，但各国数字主权的分歧正在把互联网拉向碎片化。	The internet, with its far-reaching penetrative capacity, has become the infrastructure of the globalised information age, but the diverging assertions of digital sovereignty by nations are pulling the internet towards fragmentation.	penetrative, assertions, fragmentation
移民工向原籍国的汇款总额已远远超过了国际援助和政府开发援助的总额，是许多发展中国家最重要的外汇来源。	The total amount of remittances sent by migrant workers to their home countries has far exceeded the total of international aid and official development assistance, serving as the most important source of foreign exchange for many developing nations.	remittances, exceeded, assistance
全球生态环境问题的共生性意味着任何一国的单边环保行动都无法单独解决气候和环境灾难。	The symbiotic nature of global ecological and environmental problems means that the unilateral environmental protection actions of any single country cannot solve the climate and environmental crises alone.	symbiotic, unilateral, alone
数字经济体在全球范围内的扩张彻底摆脱了物理边界的限制，但避税、数据安全和垄断等问题成了全球监管的新痛点。	The expansion of digital economy entities on a global scale has completely cast off the constraints of physical borders, but issues such as tax avoidance, data security, and monopoly have become new pain points in global regulation.	cast, avoidance, regulation
全球化的动力来自技术的革新、资本追逐利润的本性和人类对更广阔世界的内在好奇心。	The momentum of globalisation comes from technological innovation, the inherent instinct of capital to seek profit, and the intrinsic human curiosity about the wider world.	momentum, inherent, intrinsic
文化的全球化在某些方面并没有如期产生同质化，反而诱发了各地对传统的再发明和再本土化。	Cultural globalisation has not in some respects produced the expected homogenisation but has instead triggered a reinvention and re-localisation of traditions in various places.	homogenisation, reinvention
贫困国家廉价仿制药的生产对西方制药巨头的专利体系构成了尖锐挑战，这在一定程度上触发了全球知识产权体制的人道主义改革。	The production of cheap generic drugs in impoverished countries poses a sharp challenge to the patent system of Western pharmaceutical giants, which has to some extent triggered humanitarian reforms in the global intellectual property regime.	generic, pharmaceutical, regime
全球化背景下的劳动力套利指的是企业利用不同国家工人工资的巨大差异来降低成本，这加剧了发达国家蓝领的就业恐慌。	Labour arbitrage in the context of globalisation refers to corporations exploiting the enormous wage differentials between countries to reduce costs, exacerbating the employment fears of blue-collar workers in developed nations.	arbitrage, differentials, exacerbating
全球价值链的参与为新兴经济体带来了工业化机遇，但也可能导致其在技术研发等高附加值环节被边缘化。	Participation in global value chains brings industrialisation opportunities to emerging economies but may also lead to their marginalisation in high-value-added links such as technology research and development.	emerging, marginalisation
全球治理赤字在移民和安全领域的表现尤为明显，没有一个超主权的机构可以强迫各国接收难民或放弃网络攻击工具。	The global governance deficit is particularly evident in the fields of migration and security, and no supra-sovereign body can compel nations to accept refugees or abandon their cyber attack tools.	deficit, supra-sovereign, compel
文化帝国主义论调认为全球化本质上是西方特别是美国以软实力为包装向世界其他国家输出的消费和价值观。	The cultural imperialism thesis argues that globalisation is essentially the West, especially the United States, exporting its consumption patterns and values to the rest of the world under the packaging of soft power.	imperialism, packaging
全球化时代的知识产权体制面临的最大挑战在于如何在激励创新和保护全球公共健康等公共利益之间取得恰当的平衡。	The greatest challenge facing the intellectual property regime in the era of globalisation lies in how to strike the right balance between incentivising innovation and protecting global public interests such as public health.	regime, incentivising
跨国精英阶层的崛起——他们穿梭于国际机场、国际学校和全球会议之间——与被困在地方的草根阶层形成了鲜明的两极全球化图景。	The rise of a transnational elite class — shuttling between international airports, global schools, and worldwide conferences — and the grassroots class trapped in their localities form a stark picture of two-speed globalisation.	shuttling, stark, two-speed
传染病的全球化警示人们，在这个高度互联的地球，国境线仅是地图上的一条虚线，病毒不分国籍。	The globalisation of infectious diseases warns humanity that on this highly interconnected planet, borders are merely dashed lines on a map, and viruses do not distinguish between nationalities.	dashed, distinguish
美国好莱坞电影的全球主导地位不仅是一个娱乐市场的占领命题，更是美式生活方式和价值观在全球进行软性推销的载体。	The global dominance of Hollywood films is not only a proposition of occupying the entertainment market but also a vehicle for the soft sell of the American lifestyle and values around the world.	proposition, dominance, sell
全球科技平台的垄断性质及其逃脱单一国家监管的能力，使得各国在数字主权方面的争夺成为全球化新阶段的重要特征。	The monopolistic nature of global tech platforms and their capacity to evade the regulation of any single country have made the battle for digital sovereignty a defining feature of the new phase of globalisation.	monopolistic, evade, defining
普世价值和地方性知识之间的张力是全球伦理对话中一个永不过时的难题，在任何全球议题中都可以看到它的影子。	The tension between universal values and local knowledge is a timeless dilemma in global ethical dialogue, the shadow of which can be seen in any global issue.	universal, timeless, dilemma
出口导向型经济所依赖的全球化外部需求在保护主义抬头的背景下变得脆弱，驱使其向内寻求增长的再平衡。	The external global demand on which export-oriented economies rely has become fragile against the backdrop of rising protectionism, driving them to seek an internal rebalancing of growth.	external, fragile, rebalancing
全球金融市场的套息交易使得资本洪流在美联储等主要央行的货币政策转向时发生大规模的跨境异常移动，给新兴市场的汇率稳定带来巨大冲击。	The carry trade in global financial markets causes massive abnormal cross-border shifts of capital torrents when major central banks such as the Federal Reserve pivot their monetary policy, delivering a huge shock to the exchange rate stability of emerging markets.	carry, pivot, torrents
经济的全球化环境需要一个全球性的安全保护网，否则一次局部的金融或卫生危机便可以轻易演变为全球性的大衰退。	A globalised economic environment requires a global safety net, otherwise a local financial or health crisis can easily escalate into a worldwide recession.	safety, escalate, recession
民族国家对边界的绝对控制在泛全球化的洪流中已难以为继，任何一国的单边主义行动最多只能延缓、而无法逆转全球的深度融合。	The absolute control of borders by nation-states is no longer tenable in the torrent of pan-globalisation, and the unilateral actions of any single country can at most delay, but not reverse, the deep global integration.	tenable, unilateral, reverse
国际合作在协调各国宏观经济政策以应对全球通胀时显得力不从心，因为各国的优先利益不同。	International cooperation seems powerless in coordinating the macroeconomic policies of nations to tackle global inflation, as their priorities and interests diverge.	inflation, diverge
气候移民流离失所的人们迫切需要一种新的国际法律身份和权利保护，现行国际条约体系对此几乎是一片空白。	The people displaced by climate migration urgently need a new international legal identity and rights protection, for which the current system of international treaties is almost a complete blank.	migration, treaties, blank
全球电商的繁荣缩短了生产者到消费者的地理距离，但也衍生出小包裹跨境征税和海关数据管理难题。	The prosperity of global e-commerce has shortened the geographical distance from producer to consumer but has also spawned the thorny problems of cross-border taxation of small parcels and customs data management.	prosperity, spawned, parcels
文化多元主义在政治正确的旗帜下被广为接受，但其在实践中往往面临着如何在不侵犯个人自由的前提下保护集体文化权利的深层矛盾。	Multiculturalism has been widely accepted under the banner of political correctness, but in practice it often faces the deep-seated contradiction of how to protect collective cultural rights without infringing upon individual freedom.	Multiculturalism, banner, infringing
发展中国家的债务困境在利率上升和美元升值的双重压力下骤然加深，国际金融机构的债务重组框架显得过于缓慢而不合时宜。	The debt distress of developing countries has suddenly deepened under the twin pressures of rising interest rates and a strong dollar, and the debt restructuring frameworks of international financial institutions appear too slow and ill-suited to the times.	distress, restructuring, frameworks
全球传染病监测和疫苗分发体系的不公，深刻反映出即使在一个所谓扁平的全球化世界中，主权和利益仍然压倒公共健康。	The injustice of the global infectious disease surveillance and vaccine distribution system profoundly reflects the fact that even in a supposedly flat globalised world, sovereignty and interests still trump public health.	surveillance, profoundly, trump
