# 中文意思	英文完整句子	填空词，最多3个
管道是运送石油和天然气的最经济方式，但其建造过程中的环境影响及泄漏风险不可忽视。	Pipelines are the most economical means of transporting oil and gas, but the environmental impact during construction and the risks of leakage cannot be ignored.	Pipelines, economical, leakage
交通枢纽如综合火车站和多式联运中心，极大地提升了乘客换乘的便利性和整个运输系统的运转效率。	Transportation hubs such as integrated railway stations and intermodal terminals greatly enhance the convenience of passenger transfers and the operational efficiency of the entire transport system.	integrated, intermodal, enhance
内陆水运长期以来是廉价运输大宗散货的重要方式，其单位成本远低于公路和铁路。	Inland waterway transport has long been an important means of cheaply moving bulk commodities, with unit costs far lower than those of road or rail.	Inland, bulk, unit
穿梭在城市地下的盾构机在施工时常常需要面对复杂的土质和地下水状况。	Tunnel boring machines that shuttle beneath cities often have to cope with complex soil conditions and groundwater situations during construction.	shuttle, cope, groundwater
无人机的货运可能最先在医疗样品传递和偏远地区紧急配送中得到商业应用。	Cargo drones may first see commercial application in the delivery of medical samples and the emergency dispatch of supplies to remote areas.	drones, commercial, dispatch
交通领域的碳排放削减是实现国际气候目标的关键环节，电气化和低碳燃料替代是重要的两条路径。	The reduction of carbon emissions in the transport sector is a key link in achieving international climate goals, with electrification and low-carbon fuel substitution being two important pathways.	sector, electrification, substitution
行人过街设施的设计应特别考虑儿童和老人的步速与观察距离，以确保交通安全。	The design of pedestrian crossing facilities should give special consideration to the walking speed and observation distance of children and the elderly to ensure traffic safety.	consideration, observation
多式联运系统通过将铁路、海运和卡车无缝连接起来，使国际货物可在不同交通方式间高效流转。	Intermodal transport systems link rail, sea, and truck seamlessly, allowing international cargo to flow efficiently between different modes of transport.	Intermodal, seamlessly, flow
大城市交通污染严重时，学校操场和居民户外活动将受到严重影响，这凸显了加速公交电动化的必要性。	When traffic pollution is severe in a large city, school playgrounds and residents' outdoor activities are seriously affected, highlighting the necessity of accelerating the electrification of public transport.	severe, highlighting, accelerating
高速公路的建设虽然能够连接偏远地区和促进经济交流，但若规划不当也会破坏野生动物走廊和自然景观。	The construction of motorways can connect remote regions and facilitate economic exchanges, but if improperly planned it can also disrupt wildlife corridors and natural landscapes.	motorways, facilitate, corridors
轨道交通车站周边的高密度开发是抑制城市无序蔓延和降低居民通勤时间的有效规划手段。	High-density development around rail transit stations is an effective planning measure for curbing urban sprawl and reducing the commuting time of residents.	curbing, sprawl, commuting
在节假日等出行高峰，交通系统的压力将成倍增长，提前的调度和疏导方案至关重要。	During travel peaks such as holidays, the pressure on the transport system multiplies, making advance scheduling and diversion plans crucial.	multiplies, advance, diversion
缆车等索道系统在一些山地城市已不仅仅是旅游设施，也承担了日常通勤的功能。	Cable car and ropeway systems have become more than just tourist facilities in some mountainous cities, also serving the function of daily commuting.	ropeway, mountainous, daily
冰雪地区的道路养护在冬季消耗大量人力和融雪材料，对财政和环境均构成显著负担。	Road maintenance in icy and snowy regions consumes enormous manpower and de-icing materials during winter, imposing a significant burden on both finances and the environment.	maintenance, de-icing, imposing
新能源车的电池报废处理正在成为一个新的环境难题，需建立废弃电池的梯次利用和回收体系。	The disposal of used new-energy vehicle batteries is emerging as a new environmental challenge, requiring the establishment of a system for the cascade utilisation and recycling of spent batteries.	disposal, emerging, cascade
城市规划中的交通可达性衡量了一个地点在多大程度上能够方便地为各种不同出行方式所到达。	Transport accessibility in urban planning measures the degree to which a location can be conveniently reached by a variety of different travel modes.	accessibility, degree, variety
夜间轨道交通的运营在促进夜经济的繁荣和保障深夜工作者出行方面具有不可替代的作用。	The operation of night-time rail transit plays an irreplaceable role in promoting the prosperity of the night economy and safeguarding the travel of late-night workers.	irreplaceable, prosperity, safeguarding
自动驾驶技术面临的真正挑战不在于高速公路的理想环境，而在于应对行人、自行车和临时路障等复杂的城市交通。	The real challenge for autonomous driving technology lies not in the ideal environment of motorways but in coping with the complexity of urban traffic involving pedestrians, cyclists, and temporary road obstacles.	ideal, coping, obstacles
船员在全球商船上的长期隔离和艰苦工作条件在疫情期间引起了国际社会对海运业劳工权益的广泛关注。	The prolonged isolation and harsh working conditions of crew members on global merchant ships drew widespread international attention to the labour rights of the maritime industry during the pandemic.	prolonged, harsh, maritime
城市货运电动车和三轮车的推广能在不增加道路占用的情况下，实现低噪音、零局部排放的城市配送。	The rollout of electric vans and tricycles for urban freight can achieve low-noise, zero-local-emission urban delivery without increasing road occupancy.	rollout, emission, occupancy
航空业的脱碳被认为是交通运输中最具挑战性的领域之一，因为电池对于长途飞行而言仍然太重。	The decarbonisation of the aviation industry is considered one of the most challenging areas in transport, as batteries remain too heavy for long-haul flights.	decarbonisation, aviation, long-haul
交通规划的公众参与不应只是象征性的听证，而应是方案形成过程中的实质性组成部分。	Public participation in transport planning should not be a mere symbolic hearing but a substantive constituent of the process of forming solutions.	participation, symbolic, substantive
在特大城市中，往往呈放射状的轨交网络造成了市中心枢纽的超大客流压力，环线建设可分流缓解此问题。	In megacities, radial rail networks often impose enormous passenger flow pressure on downtown hubs, and the construction of circle lines can divert and alleviate this problem.	megacities, radial, divert
在国际航运中，船舶的能效设计指数和碳强度指标正在推动整个行业向低碳化转型。	In international shipping, the Energy Efficiency Design Index and the Carbon Intensity Indicator are pushing the entire industry towards a low-carbon transformation.	transformation
电动垂直起降飞行器有望在不久的将来彻底改变城市空中出行，但其噪音和安全的公众接受度仍待检验。	Electric vertical take-off and landing aircraft are expected to revolutionise urban air mobility in the near future, though their public acceptance on noise and safety remains to be tested.	vertical, revolutionise, acceptance
交通公平是交通规划中的一个核心伦理问题，确保低收入群体和残障人士能够平等地获得出行机会。	Transport equity is a core ethical issue in transport planning, ensuring that low-income groups and people with disabilities have equal access to mobility opportunities.	equity, ethical, access
城市配送的电动化转型在迅速推进，电动三轮车和小型货车成为减少城市物流污染的主力军。	The electrification of urban delivery is advancing rapidly, with electric tricycles and small vans becoming the main forces in reducing urban logistics pollution.	electrification, logistics
交通数据的开放共享为第三方开发者创造了丰富的应用场景，从路线规划到拥挤预测都有创新空间。	The open sharing of transport data has created rich application scenarios for third-party developers, with room for innovation ranging from route planning to congestion prediction.	scenarios, congestion, prediction
